,Date,Integer_Year,Median Bedroom Price,Median List Price Calculated,Median List Price per SqFt Calculated,Median Market Value (Single Family),Month,No. of Bedrooms,Year,Zip_Code,Unnamed: 0,Unnamed: 0.1
366,1/31/2004,9,96479,124914.3765,80.54087772,114523,1,2,2004,46214,,
367,1/31/2005,10,99565,125772.9818,80.41596515,116116,1,2,2005,46214,,
368,1/31/2006,11,99762,126214.8627,78.85928507,117256,1,2,2006,46214,,
369,1/31/2007,12,96922,127653.9383,77.04792897,119480,1,2,2007,46214,,
370,1/31/2008,13,98017,126829.0877,78.103761,119243,1,2,2008,46214,,
371,1/31/2009,14,92508,119431.3993,73.07677603,111861,1,2,2009,46214,,
372,1/31/2010,15,91090,119900,75.63291139,116554,1,2,2010,46214,,
373,1/31/2011,16,85629,117375,70.15007545,111398,1,2,2011,46214,,
374,1/31/2012,17,79860,119900,69.63636364,106406,1,2,2012,46214,,
375,1/31/2013,18,76771,114900,69.37512389,106269,1,2,2013,46214,,
376,1/31/2014,19,81480,114900,71.42038946,114451,1,2,2014,46214,,
377,1/31/2015,20,81943,115000,75.37379227,117962,1,2,2015,46214,,
378,1/31/2016,21,82827,115000,73.97959184,120851,1,2,2016,46214,,
379,1/31/2017,22,84190,129900,74.17582418,126048,1,2,2017,46214,,
380,1/31/2018,23,92159,135000,80.28389768,137297,1,2,2018,46214,,
381,1/31/2019,24,104728,155500,91.48766905,154453,1,2,2019,46214,,
383,1/31/1997,2,91500,115526.1885,77.27033696,99700,1,3,1997,46214,,
384,1/31/1998,3,91300,119242.9893,89.05549892,104400,1,3,1998,46214,,
385,1/31/1999,4,93500,117900.2229,81.59693667,103600,1,3,1999,46214,,
386,1/31/2000,5,87891,109644.2479,70.29502501,95285,1,3,2000,46214,,
387,1/31/2001,6,98607,118597.2407,74.86497285,105677,1,3,2001,46214,,
388,1/31/2002,7,99318,119992.1601,78.20448347,107853,1,3,2002,46214,,
389,1/31/2003,8,102686,122702.567,79.90427736,111459,1,3,2003,46214,,
390,1/31/2004,9,105879,124914.3765,80.54087772,114523,1,3,2004,46214,,
391,1/31/2005,10,107548,125772.9818,80.41596515,116116,1,3,2005,46214,,
392,1/31/2006,11,109339,126214.8627,78.85928507,117256,1,3,2006,46214,,
393,1/31/2007,12,112656,127653.9383,77.04792897,119480,1,3,2007,46214,,
394,1/31/2008,13,111378,126829.0877,78.103761,119243,1,3,2008,46214,,
395,1/31/2009,14,103875,119431.3993,73.07677603,111861,1,3,2009,46214,,
396,1/31/2010,15,108081,119900,75.63291139,116554,1,3,2010,46214,,
397,1/31/2011,16,103113,117375,70.15007545,111398,1,3,2011,46214,,
398,1/31/2012,17,96919,119900,69.63636364,106406,1,3,2012,46214,,
399,1/31/2013,18,97070,114900,69.37512389,106269,1,3,2013,46214,,
400,1/31/2014,19,106166,114900,71.42038946,114451,1,3,2014,46214,,
401,1/31/2015,20,108425,115000,75.37379227,117962,1,3,2015,46214,,
402,1/31/2016,21,111872,115000,73.97959184,120851,1,3,2016,46214,,
403,1/31/2017,22,117503,129900,74.17582418,126048,1,3,2017,46214,,
404,1/31/2018,23,128486,135000,80.28389768,137297,1,3,2018,46214,,
405,1/31/2019,24,145493,155500,91.48766905,154453,1,3,2019,46214,,
407,1/31/1997,2,120300,115526.1885,77.27033696,99700,1,4,1997,46214,,
408,1/31/1998,3,121200,119242.9893,89.05549892,104400,1,4,1998,46214,,
409,1/31/1999,4,122200,117900.2229,81.59693667,103600,1,4,1999,46214,,
410,1/31/2000,5,119800,109644.2479,70.29502501,95285,1,4,2000,46214,,
411,1/31/2001,6,109634,118597.2407,74.86497285,105677,1,4,2001,46214,,
412,1/31/2002,7,114749,119992.1601,78.20448347,107853,1,4,2002,46214,,
413,1/31/2003,8,118795,122702.567,79.90427736,111459,1,4,2003,46214,,
414,1/31/2004,9,122459,124914.3765,80.54087772,114523,1,4,2004,46214,,
415,1/31/2005,10,125271,125772.9818,80.41596515,116116,1,4,2005,46214,,
416,1/31/2006,11,128707,126214.8627,78.85928507,117256,1,4,2006,46214,,
417,1/31/2007,12,130730,127653.9383,77.04792897,119480,1,4,2007,46214,,
418,1/31/2008,13,131389,126829.0877,78.103761,119243,1,4,2008,46214,,
419,1/31/2009,14,126798,119431.3993,73.07677603,111861,1,4,2009,46214,,
420,1/31/2010,15,131441,119900,75.63291139,116554,1,4,2010,46214,,
421,1/31/2011,16,125129,117375,70.15007545,111398,1,4,2011,46214,,
422,1/31/2012,17,120484,119900,69.63636364,106406,1,4,2012,46214,,
423,1/31/2013,18,120267,114900,69.37512389,106269,1,4,2013,46214,,
424,1/31/2014,19,131486,114900,71.42038946,114451,1,4,2014,46214,,
425,1/31/2015,20,133692,115000,75.37379227,117962,1,4,2015,46214,,
426,1/31/2016,21,137766,115000,73.97959184,120851,1,4,2016,46214,,
427,1/31/2017,22,145380,129900,74.17582418,126048,1,4,2017,46214,,
428,1/31/2018,23,155502,135000,80.28389768,137297,1,4,2018,46214,,
429,1/31/2019,24,173369,155500,91.48766905,154453,1,4,2019,46214,,
431,1/31/2001,6,116845,118597.2407,74.86497285,105677,1,5,2001,46214,,
432,1/31/2002,7,121424,119992.1601,78.20448347,107853,1,5,2002,46214,,
433,1/31/2003,8,126885,122702.567,79.90427736,111459,1,5,2003,46214,,
434,1/31/2004,9,131427,124914.3765,80.54087772,114523,1,5,2004,46214,,
435,1/31/2005,10,135829,125772.9818,80.41596515,116116,1,5,2005,46214,,
436,1/31/2006,11,142496,126214.8627,78.85928507,117256,1,5,2006,46214,,
437,1/31/2007,12,145600,127653.9383,77.04792897,119480,1,5,2007,46214,,
438,1/31/2008,13,146353,126829.0877,78.103761,119243,1,5,2008,46214,,
439,1/31/2009,14,141517,119431.3993,73.07677603,111861,1,5,2009,46214,,
440,1/31/2010,15,145955,119900,75.63291139,116554,1,5,2010,46214,,
441,1/31/2011,16,136414,117375,70.15007545,111398,1,5,2011,46214,,
442,1/31/2012,17,127198,119900,69.63636364,106406,1,5,2012,46214,,
443,1/31/2013,18,127160,114900,69.37512389,106269,1,5,2013,46214,,
444,1/31/2014,19,137240,114900,71.42038946,114451,1,5,2014,46214,,
445,1/31/2015,20,140633,115000,75.37379227,117962,1,5,2015,46214,,
446,1/31/2016,21,143094,115000,73.97959184,120851,1,5,2016,46214,,
447,1/31/2017,22,153506,129900,74.17582418,126048,1,5,2017,46214,,
448,1/31/2018,23,161510,135000,80.28389768,137297,1,5,2018,46214,,
449,1/31/2019,24,181043,155500,91.48766905,154453,1,5,2019,46214,,
451,2/28/2010,15,119586,169900,118.5770751,180993,2,1,2010,46220,,
452,2/28/2011,16,109574,169900,124.2895204,171245,2,1,2011,46220,,
453,2/29/2012,17,107616,166900,117.7609428,167811,2,1,2012,46220,,
454,2/28/2013,18,107557,169900,128.0223171,175773,2,1,2013,46220,,
455,2/28/2014,19,128095,164900,122.6436141,192810,2,1,2014,46220,,
456,2/28/2015,20,129718,183000,133.541909,193145,2,1,2015,46220,,
457,2/29/2016,21,130547,196500,135.5301621,197263,2,1,2016,46220,,
458,2/28/2017,22,141379,202450,157.4852352,207777,2,1,2017,46220,,
459,2/28/2018,23,148337,234650,179.4892916,220574,2,1,2018,46220,,
460,2/28/2019,24,172462,239700,179.2009401,243849,2,1,2019,46220,,
461,2/28/2010,15,157132,169900,118.5770751,180993,2,2,2010,46220,,
462,2/28/2011,16,149757,169900,124.2895204,171245,2,2,2011,46220,,
463,2/29/2012,17,144907,166900,117.7609428,167811,2,2,2012,46220,,
464,2/28/2013,18,151492,169900,128.0223171,175773,2,2,2013,46220,,
465,2/28/2014,19,167050,164900,122.6436141,192810,2,2,2014,46220,,
466,2/28/2015,20,166136,183000,133.541909,193145,2,2,2015,46220,,
467,2/29/2016,21,169949,196500,135.5301621,197263,2,2,2016,46220,,
468,2/28/2017,22,180420,202450,157.4852352,207777,2,2,2017,46220,,
469,2/28/2018,23,191195,234650,179.4892916,220574,2,2,2018,46220,,
470,2/28/2019,24,212947,239700,179.2009401,243849,2,2,2019,46220,,
471,2/28/2010,15,178294,169900,118.5770751,180993,2,3,2010,46220,,
472,2/28/2011,16,169133,169900,124.2895204,171245,2,3,2011,46220,,
473,2/29/2012,17,165423,166900,117.7609428,167811,2,3,2012,46220,,
474,2/28/2013,18,172788,169900,128.0223171,175773,2,3,2013,46220,,
475,2/28/2014,19,188919,164900,122.6436141,192810,2,3,2014,46220,,
476,2/28/2015,20,188285,183000,133.541909,193145,2,3,2015,46220,,
477,2/29/2016,21,193069,196500,135.5301621,197263,2,3,2016,46220,,
478,2/28/2017,22,204098,202450,157.4852352,207777,2,3,2017,46220,,
479,2/28/2018,23,216358,234650,179.4892916,220574,2,3,2018,46220,,
480,2/28/2019,24,239502,239700,179.2009401,243849,2,3,2019,46220,,
481,2/28/2010,15,255859,169900,118.5770751,180993,2,4,2010,46220,,
482,2/28/2011,16,239331,169900,124.2895204,171245,2,4,2011,46220,,
483,2/29/2012,17,233343,166900,117.7609428,167811,2,4,2012,46220,,
484,2/28/2013,18,245519,169900,128.0223171,175773,2,4,2013,46220,,
485,2/28/2014,19,271547,164900,122.6436141,192810,2,4,2014,46220,,
486,2/28/2015,20,280769,183000,133.541909,193145,2,4,2015,46220,,
487,2/29/2016,21,286053,196500,135.5301621,197263,2,4,2016,46220,,
488,2/28/2017,22,294602,202450,157.4852352,207777,2,4,2017,46220,,
489,2/28/2018,23,308884,234650,179.4892916,220574,2,4,2018,46220,,
490,2/28/2019,24,331767,239700,179.2009401,243849,2,4,2019,46220,,
491,2/28/2010,15,358230,169900,118.5770751,180993,2,5,2010,46220,,
492,2/28/2011,16,335102,169900,124.2895204,171245,2,5,2011,46220,,
493,2/29/2012,17,328421,166900,117.7609428,167811,2,5,2012,46220,,
494,2/28/2013,18,350063,169900,128.0223171,175773,2,5,2013,46220,,
495,2/28/2014,19,386538,164900,122.6436141,192810,2,5,2014,46220,,
496,2/28/2015,20,403392,183000,133.541909,193145,2,5,2015,46220,,
497,2/29/2016,21,402103,196500,135.5301621,197263,2,5,2016,46220,,
498,2/28/2017,22,409975,202450,157.4852352,207777,2,5,2017,46220,,
499,2/28/2018,23,437098,234650,179.4892916,220574,2,5,2018,46220,,
500,2/28/2019,24,468170,239700,179.2009401,243849,2,5,2019,46220,,
501,2/29/2000,5,58678,97246.47269,54.97069528,76556,2,1,2000,46219,,
502,2/28/2001,6,56695,98955.82106,62.97452029,75694,2,1,2001,46219,,
503,2/28/2002,7,59023,101962.4847,67.10535683,79172,2,1,2002,46219,,
504,2/28/2003,8,58023,100314.9966,67.33516623,79035,2,1,2003,46219,,
505,2/29/2004,9,55925,100599.8587,68.55483897,80822,2,1,2004,46219,,
506,2/28/2005,10,57555,102124.1198,70.39458337,83853,2,1,2005,46219,,
507,2/28/2006,11,63196,106416.4105,75.38356652,88477,2,1,2006,46219,,
508,2/28/2007,12,59941,106906.4151,78.67508795,89147,2,1,2007,46219,,
509,2/29/2008,13,57947,101937.7213,74.80871256,87312,2,1,2008,46219,,
510,2/28/2009,14,56349,91650.07467,65.28227323,82153,2,1,2009,46219,,
511,2/28/2010,15,53863,89900,63.98295073,83581,2,1,2010,46219,,
512,2/28/2011,16,48840,80000,65.07795084,78331,2,1,2011,46219,,
513,2/29/2012,17,42477,73500,58.40643275,70944,2,1,2012,46219,,
514,2/28/2013,18,42628,79900,63.8286189,73796,2,1,2013,46219,,
515,2/28/2014,19,47745,83000,62.5,80626,2,1,2014,46219,,
516,2/28/2015,20,49743,85000,65.75621747,83852,2,1,2015,46219,,
517,2/29/2016,21,51097,80000,63.32082552,87131,2,1,2016,46219,,
518,2/28/2017,22,56316,89500,70.09963768,93691,2,1,2017,46219,,
519,2/28/2018,23,61069,104900,79.16666667,102929,2,1,2018,46219,,
520,2/28/2019,24,74566,114900,89.85245229,118420,2,1,2019,46219,,
522,2/28/1997,2,77300,123215.2991,88.57510341,82100,2,2,1997,46219,,
523,2/28/1998,3,76500,116930.875,80.84171589,81100,2,2,1998,46219,,
524,2/28/1999,4,83800,123299.5755,84.64877878,89300,2,2,1999,46219,,
525,2/29/2000,5,74974,97246.47269,54.97069528,76556,2,2,2000,46219,,
526,2/28/2001,6,72221,98955.82106,62.97452029,75694,2,2,2001,46219,,
527,2/28/2002,7,75865,101962.4847,67.10535683,79172,2,2,2002,46219,,
528,2/28/2003,8,74817,100314.9966,67.33516623,79035,2,2,2003,46219,,
529,2/29/2004,9,74882,100599.8587,68.55483897,80822,2,2,2004,46219,,
530,2/28/2005,10,77238,102124.1198,70.39458337,83853,2,2,2005,46219,,
531,2/28/2006,11,80831,106416.4105,75.38356652,88477,2,2,2006,46219,,
532,2/28/2007,12,80371,106906.4151,78.67508795,89147,2,2,2007,46219,,
533,2/29/2008,13,79365,101937.7213,74.80871256,87312,2,2,2008,46219,,
534,2/28/2009,14,74021,91650.07467,65.28227323,82153,2,2,2009,46219,,
535,2/28/2010,15,73523,89900,63.98295073,83581,2,2,2010,46219,,
536,2/28/2011,16,65273,80000,65.07795084,78331,2,2,2011,46219,,
537,2/29/2012,17,56483,73500,58.40643275,70944,2,2,2012,46219,,
538,2/28/2013,18,57768,79900,63.8286189,73796,2,2,2013,46219,,
539,2/28/2014,19,64868,83000,62.5,80626,2,2,2014,46219,,
540,2/28/2015,20,66818,85000,65.75621747,83852,2,2,2015,46219,,
541,2/29/2016,21,69105,80000,63.32082552,87131,2,2,2016,46219,,
542,2/28/2017,22,74219,89500,70.09963768,93691,2,2,2017,46219,,
543,2/28/2018,23,80078,104900,79.16666667,102929,2,2,2018,46219,,
544,2/28/2019,24,94358,114900,89.85245229,118420,2,2,2019,46219,,
546,2/28/1997,2,85500,123215.2991,88.57510341,82100,2,3,1997,46219,,
547,2/28/1998,3,83800,116930.875,80.84171589,81100,2,3,1998,46219,,
548,2/28/1999,4,91700,123299.5755,84.64877878,89300,2,3,1999,46219,,
549,2/29/2000,5,76901,97246.47269,54.97069528,76556,2,3,2000,46219,,
550,2/28/2001,6,77167,98955.82106,62.97452029,75694,2,3,2001,46219,,
551,2/28/2002,7,80871,101962.4847,67.10535683,79172,2,3,2002,46219,,
552,2/28/2003,8,80877,100314.9966,67.33516623,79035,2,3,2003,46219,,
553,2/29/2004,9,82724,100599.8587,68.55483897,80822,2,3,2004,46219,,
554,2/28/2005,10,85759,102124.1198,70.39458337,83853,2,3,2005,46219,,
555,2/28/2006,11,90591,106416.4105,75.38356652,88477,2,3,2006,46219,,
556,2/28/2007,12,91679,106906.4151,78.67508795,89147,2,3,2007,46219,,
557,2/29/2008,13,89683,101937.7213,74.80871256,87312,2,3,2008,46219,,
558,2/28/2009,14,84044,91650.07467,65.28227323,82153,2,3,2009,46219,,
559,2/28/2010,15,85325,89900,63.98295073,83581,2,3,2010,46219,,
560,2/28/2011,16,80987,80000,65.07795084,78331,2,3,2011,46219,,
561,2/29/2012,17,73610,73500,58.40643275,70944,2,3,2012,46219,,
562,2/28/2013,18,76536,79900,63.8286189,73796,2,3,2013,46219,,
563,2/28/2014,19,82717,83000,62.5,80626,2,3,2014,46219,,
564,2/28/2015,20,86178,85000,65.75621747,83852,2,3,2015,46219,,
565,2/29/2016,21,89418,80000,63.32082552,87131,2,3,2016,46219,,
566,2/28/2017,22,95608,89500,70.09963768,93691,2,3,2017,46219,,
567,2/28/2018,23,105248,104900,79.16666667,102929,2,3,2018,46219,,
568,2/28/2019,24,120420,114900,89.85245229,118420,2,3,2019,46219,,
570,2/28/1997,2,115700,123215.2991,88.57510341,82100,2,4,1997,46219,,
571,2/28/1998,3,114800,116930.875,80.84171589,81100,2,4,1998,46219,,
572,2/28/1999,4,113200,123299.5755,84.64877878,89300,2,4,1999,46219,,
573,2/29/2000,5,90641,97246.47269,54.97069528,76556,2,4,2000,46219,,
574,2/28/2001,6,93651,98955.82106,62.97452029,75694,2,4,2001,46219,,
575,2/28/2002,7,98862,101962.4847,67.10535683,79172,2,4,2002,46219,,
576,2/28/2003,8,97975,100314.9966,67.33516623,79035,2,4,2003,46219,,
577,2/29/2004,9,100848,100599.8587,68.55483897,80822,2,4,2004,46219,,
578,2/28/2005,10,105809,102124.1198,70.39458337,83853,2,4,2005,46219,,
579,2/28/2006,11,112890,106416.4105,75.38356652,88477,2,4,2006,46219,,
580,2/28/2007,12,117365,106906.4151,78.67508795,89147,2,4,2007,46219,,
581,2/29/2008,13,116425,101937.7213,74.80871256,87312,2,4,2008,46219,,
582,2/28/2009,14,109688,91650.07467,65.28227323,82153,2,4,2009,46219,,
583,2/28/2010,15,111766,89900,63.98295073,83581,2,4,2010,46219,,
584,2/28/2011,16,108581,80000,65.07795084,78331,2,4,2011,46219,,
585,2/29/2012,17,98070,73500,58.40643275,70944,2,4,2012,46219,,
586,2/28/2013,18,105382,79900,63.8286189,73796,2,4,2013,46219,,
587,2/28/2014,19,112978,83000,62.5,80626,2,4,2014,46219,,
588,2/28/2015,20,114700,85000,65.75621747,83852,2,4,2015,46219,,
589,2/29/2016,21,119625,80000,63.32082552,87131,2,4,2016,46219,,
590,2/28/2017,22,126914,89500,70.09963768,93691,2,4,2017,46219,,
591,2/28/2018,23,136226,104900,79.16666667,102929,2,4,2018,46219,,
592,2/28/2019,24,152985,114900,89.85245229,118420,2,4,2019,46219,,
594,2/28/2001,6,112644,98955.82106,62.97452029,75694,2,5,2001,46219,,
595,2/28/2002,7,113733,101962.4847,67.10535683,79172,2,5,2002,46219,,
596,2/28/2003,8,113406,100314.9966,67.33516623,79035,2,5,2003,46219,,
597,2/29/2004,9,114721,100599.8587,68.55483897,80822,2,5,2004,46219,,
598,2/28/2005,10,119353,102124.1198,70.39458337,83853,2,5,2005,46219,,
599,2/28/2006,11,123829,106416.4105,75.38356652,88477,2,5,2006,46219,,
600,2/28/2007,12,125735,106906.4151,78.67508795,89147,2,5,2007,46219,,
601,2/29/2008,13,123993,101937.7213,74.80871256,87312,2,5,2008,46219,,
602,2/28/2009,14,117144,91650.07467,65.28227323,82153,2,5,2009,46219,,
603,2/28/2010,15,124093,89900,63.98295073,83581,2,5,2010,46219,,
604,2/28/2011,16,119530,80000,65.07795084,78331,2,5,2011,46219,,
605,2/29/2012,17,112301,73500,58.40643275,70944,2,5,2012,46219,,
606,2/28/2013,18,121413,79900,63.8286189,73796,2,5,2013,46219,,
607,2/28/2014,19,131451,83000,62.5,80626,2,5,2014,46219,,
608,2/28/2015,20,135202,85000,65.75621747,83852,2,5,2015,46219,,
609,2/29/2016,21,137671,80000,63.32082552,87131,2,5,2016,46219,,
610,2/28/2017,22,149325,89500,70.09963768,93691,2,5,2017,46219,,
611,2/28/2018,23,159492,104900,79.16666667,102929,2,5,2018,46219,,
612,2/28/2019,24,177552,114900,89.85245229,118420,2,5,2019,46219,,
614,2/28/1997,2,70200,69030.46334,71.42474249,86600,2,1,1997,46227,,
615,2/28/1998,3,67300,73874.09981,74.1998797,91600,2,1,1998,46227,,
616,2/28/1999,4,67600,88085.78351,78.69014023,101100,2,1,1999,46227,,
617,2/29/2000,5,54144,63669.99043,70.45784145,85081,2,1,2000,46227,,
618,2/28/2001,6,48712,77357.40515,74.57205528,93984,2,1,2001,46227,,
619,2/28/2002,7,52551,80322.47542,76.22788165,97126,2,1,2002,46227,,
620,2/28/2003,8,51478,78705.65206,76.45897406,97345,2,1,2003,46227,,
621,2/29/2004,9,55525,81583.19535,77.54868991,99767,2,1,2004,46227,,
622,2/28/2005,10,58672,93319.91522,79.42823521,105419,2,1,2005,46227,,
623,2/28/2006,11,60379,103813.0225,82.4987109,112222,2,1,2006,46227,,
624,2/28/2007,12,60983,108980.2316,83.06247328,114579,2,1,2007,46227,,
625,2/29/2008,13,63751,108767.1792,82.11010425,113697,2,1,2008,46227,,
626,2/28/2009,14,57862,106728.8855,77.89913039,108334,2,1,2009,46227,,
627,2/28/2010,15,63042,115000,79.70266504,113300,2,1,2010,46227,,
628,2/28/2011,16,61449,108700,76.1396027,106482,2,1,2011,46227,,
629,2/29/2012,17,54772,109900,72.7915135,103605,2,1,2012,46227,,
630,2/28/2013,18,49682,109888,76.53061224,106083,2,1,2013,46227,,
631,2/28/2014,19,59770,110000,79.72027972,115206,2,1,2014,46227,,
632,2/28/2015,20,65477,119200,81.94364577,118502,2,1,2015,46227,,
633,2/29/2016,21,65598,120000,82.5,122314,2,1,2016,46227,,
634,2/28/2017,22,70362,129900,87.71450858,128112,2,1,2017,46227,,
635,2/28/2018,23,75274,136100,102.3682117,139410,2,1,2018,46227,,
636,2/28/2019,24,89682,150000,104.1666667,154350,2,1,2019,46227,,
638,2/28/1997,2,75100,69030.46334,71.42474249,86600,2,2,1997,46227,,
639,2/28/1998,3,73600,73874.09981,74.1998797,91600,2,2,1998,46227,,
640,2/28/1999,4,77000,88085.78351,78.69014023,101100,2,2,1999,46227,,
641,2/29/2000,5,66566,63669.99043,70.45784145,85081,2,2,2000,46227,,
642,2/28/2001,6,71255,77357.40515,74.57205528,93984,2,2,2001,46227,,
643,2/28/2002,7,75011,80322.47542,76.22788165,97126,2,2,2002,46227,,
644,2/28/2003,8,73155,78705.65206,76.45897406,97345,2,2,2003,46227,,
645,2/29/2004,9,73299,81583.19535,77.54868991,99767,2,2,2004,46227,,
646,2/28/2005,10,76513,93319.91522,79.42823521,105419,2,2,2005,46227,,
647,2/28/2006,11,78206,103813.0225,82.4987109,112222,2,2,2006,46227,,
648,2/28/2007,12,81251,108980.2316,83.06247328,114579,2,2,2007,46227,,
649,2/29/2008,13,83361,108767.1792,82.11010425,113697,2,2,2008,46227,,
650,2/28/2009,14,79631,106728.8855,77.89913039,108334,2,2,2009,46227,,
651,2/28/2010,15,83465,115000,79.70266504,113300,2,2,2010,46227,,
652,2/28/2011,16,76481,108700,76.1396027,106482,2,2,2011,46227,,
653,2/29/2012,17,73975,109900,72.7915135,103605,2,2,2012,46227,,
654,2/28/2013,18,70881,109888,76.53061224,106083,2,2,2013,46227,,
655,2/28/2014,19,78036,110000,79.72027972,115206,2,2,2014,46227,,
656,2/28/2015,20,82576,119200,81.94364577,118502,2,2,2015,46227,,
657,2/29/2016,21,83313,120000,82.5,122314,2,2,2016,46227,,
658,2/28/2017,22,89036,129900,87.71450858,128112,2,2,2017,46227,,
659,2/28/2018,23,96772,136100,102.3682117,139410,2,2,2018,46227,,
660,2/28/2019,24,110625,150000,104.1666667,154350,2,2,2019,46227,,
662,2/28/1997,2,87800,69030.46334,71.42474249,86600,2,3,1997,46227,,
663,2/28/1998,3,92800,73874.09981,74.1998797,91600,2,3,1998,46227,,
664,2/28/1999,4,101500,88085.78351,78.69014023,101100,2,3,1999,46227,,
665,2/29/2000,5,87379,63669.99043,70.45784145,85081,2,3,2000,46227,,
666,2/28/2001,6,95497,77357.40515,74.57205528,93984,2,3,2001,46227,,
667,2/28/2002,7,98717,80322.47542,76.22788165,97126,2,3,2002,46227,,
668,2/28/2003,8,99343,78705.65206,76.45897406,97345,2,3,2003,46227,,
669,2/29/2004,9,101792,81583.19535,77.54868991,99767,2,3,2004,46227,,
670,2/28/2005,10,106626,93319.91522,79.42823521,105419,2,3,2005,46227,,
671,2/28/2006,11,112868,103813.0225,82.4987109,112222,2,3,2006,46227,,
672,2/28/2007,12,114956,108980.2316,83.06247328,114579,2,3,2007,46227,,
673,2/29/2008,13,114208,108767.1792,82.11010425,113697,2,3,2008,46227,,
674,2/28/2009,14,108824,106728.8855,77.89913039,108334,2,3,2009,46227,,
675,2/28/2010,15,113338,115000,79.70266504,113300,2,3,2010,46227,,
676,2/28/2011,16,106971,108700,76.1396027,106482,2,3,2011,46227,,
677,2/29/2012,17,103923,109900,72.7915135,103605,2,3,2012,46227,,
678,2/28/2013,18,107212,109888,76.53061224,106083,2,3,2013,46227,,
679,2/28/2014,19,116165,110000,79.72027972,115206,2,3,2014,46227,,
680,2/28/2015,20,119243,119200,81.94364577,118502,2,3,2015,46227,,
681,2/29/2016,21,123429,120000,82.5,122314,2,3,2016,46227,,
682,2/28/2017,22,128911,129900,87.71450858,128112,2,3,2017,46227,,
683,2/28/2018,23,140535,136100,102.3682117,139410,2,3,2018,46227,,
684,2/28/2019,24,155301,150000,104.1666667,154350,2,3,2019,46227,,
686,2/28/1997,2,123100,69030.46334,71.42474249,86600,2,4,1997,46227,,
687,2/28/1998,3,125800,73874.09981,74.1998797,91600,2,4,1998,46227,,
