,Date,Year,Integer_Year,Month,Zip_Code,Zip_Code_Integer,Median Bedroom Price,Median Market Value (Single Family),Median List Price per SqFt Calculated,Median List Price Calculated,No. of Bedrooms
21,2018-02-28,2018,23,2,46219,2,136226.0,102929.0,79.1666666666667,104900.0,4
22,2019-02-28,2019,24,2,46219,2,152985.0,118420.0,89.85245228968719,114900.0,4
23,2020-02-29,2020,25,2,46219,2,159808.0,123760.0,97.24319157479202,120464.85555475195,4
0,1997-02-28,1997,2,2,46219,2,85500.0,82100.0,88.57510340907947,123215.29912294915,3
1,1998-02-28,1998,3,2,46219,2,83800.0,81100.0,80.84171588622763,116930.87498671495,3
2,1999-02-28,1999,4,2,46219,2,91700.0,89300.0,84.64877878026961,123299.57548947814,3
3,2000-02-29,2000,5,2,46219,2,76901.0,76556.0,54.97069527510628,97246.47269269737,3
4,2001-02-28,2001,6,2,46219,2,77167.0,75694.0,62.97452029448482,98955.8210586266,3
5,2002-02-28,2002,7,2,46219,2,80871.0,79172.0,67.10535682556646,101962.48466180313,3
6,2003-02-28,2003,8,2,46219,2,80877.0,79035.0,67.33516623069755,100314.99658879817,3
7,2004-02-29,2004,9,2,46219,2,82724.0,80822.0,68.5548389655412,100599.85873232699,3
8,2005-02-28,2005,10,2,46219,2,85759.0,83853.0,70.39458336556885,102124.11982147745,3
9,2006-02-28,2006,11,2,46219,2,90591.0,88477.0,75.38356651917648,106416.41050007235,3
10,2007-02-28,2007,12,2,46219,2,91679.0,89147.0,78.67508795379563,106906.41511556519,3
11,2008-02-29,2008,13,2,46219,2,89683.0,87312.0,74.80871255649076,101937.72130411024,3
12,2009-02-28,2009,14,2,46219,2,84044.0,82153.0,65.28227323038718,91650.07467420057,3
13,2010-02-28,2010,15,2,46219,2,85325.0,83581.0,63.982950734711295,89900.0,3
14,2011-02-28,2011,16,2,46219,2,80987.0,78331.0,65.07795083782389,80000.0,3
15,2012-02-29,2012,17,2,46219,2,73610.0,70944.0,58.406432748537995,73500.0,3
16,2013-02-28,2013,18,2,46219,2,76536.0,73796.0,63.8286189005975,79900.0,3
17,2014-02-28,2014,19,2,46219,2,82717.0,80626.0,62.5,83000.0,3
18,2015-02-28,2015,20,2,46219,2,86178.0,83852.0,65.75621746674379,85000.0,3
19,2016-02-29,2016,21,2,46219,2,89418.0,87131.0,63.320825515947504,80000.0,3
20,2017-02-28,2017,22,2,46219,2,95608.0,93691.0,70.09963768115941,89500.0,3
21,2018-02-28,2018,23,2,46219,2,105248.0,102929.0,79.1666666666667,104900.0,3
22,2019-02-28,2019,24,2,46219,2,120420.0,118420.0,89.85245228968719,114900.0,3
23,2020-02-29,2020,25,2,46219,2,126213.0,123760.0,97.24319157479202,120464.85555475195,3
0,1997-02-28,1997,2,2,46219,2,77300.0,82100.0,88.57510340907947,123215.29912294915,2
1,1998-02-28,1998,3,2,46219,2,76500.0,81100.0,80.84171588622763,116930.87498671495,2
2,1999-02-28,1999,4,2,46219,2,83800.0,89300.0,84.64877878026961,123299.57548947814,2
3,2000-02-29,2000,5,2,46219,2,74974.0,76556.0,54.97069527510628,97246.47269269737,2
4,2001-02-28,2001,6,2,46219,2,72221.0,75694.0,62.97452029448482,98955.8210586266,2
5,2002-02-28,2002,7,2,46219,2,75865.0,79172.0,67.10535682556646,101962.48466180313,2
6,2003-02-28,2003,8,2,46219,2,74817.0,79035.0,67.33516623069755,100314.99658879817,2
7,2004-02-29,2004,9,2,46219,2,74882.0,80822.0,68.5548389655412,100599.85873232699,2
8,2005-02-28,2005,10,2,46219,2,77238.0,83853.0,70.39458336556885,102124.11982147745,2
9,2006-02-28,2006,11,2,46219,2,80831.0,88477.0,75.38356651917648,106416.41050007235,2
10,2007-02-28,2007,12,2,46219,2,80371.0,89147.0,78.67508795379563,106906.41511556519,2
11,2008-02-29,2008,13,2,46219,2,79365.0,87312.0,74.80871255649076,101937.72130411024,2
12,2009-02-28,2009,14,2,46219,2,74021.0,82153.0,65.28227323038718,91650.07467420057,2
13,2010-02-28,2010,15,2,46219,2,73523.0,83581.0,63.982950734711295,89900.0,2
14,2011-02-28,2011,16,2,46219,2,65273.0,78331.0,65.07795083782389,80000.0,2
15,2012-02-29,2012,17,2,46219,2,56483.0,70944.0,58.406432748537995,73500.0,2
16,2013-02-28,2013,18,2,46219,2,57768.0,73796.0,63.8286189005975,79900.0,2
17,2014-02-28,2014,19,2,46219,2,64868.0,80626.0,62.5,83000.0,2
18,2015-02-28,2015,20,2,46219,2,66818.0,83852.0,65.75621746674379,85000.0,2
19,2016-02-29,2016,21,2,46219,2,69105.0,87131.0,63.320825515947504,80000.0,2
20,2017-02-28,2017,22,2,46219,2,74219.0,93691.0,70.09963768115941,89500.0,2
21,2018-02-28,2018,23,2,46219,2,80078.0,102929.0,79.1666666666667,104900.0,2
22,2019-02-28,2019,24,2,46219,2,94358.0,118420.0,89.85245228968719,114900.0,2
23,2020-02-29,2020,25,2,46219,2,99008.0,123760.0,97.24319157479202,120464.85555475195,2
3,2000-02-29,2000,5,2,46219,2,58678.0,76556.0,54.97069527510628,97246.47269269737,1
4,2001-02-28,2001,6,2,46219,2,56695.0,75694.0,62.97452029448482,98955.8210586266,1
5,2002-02-28,2002,7,2,46219,2,59023.0,79172.0,67.10535682556646,101962.48466180313,1
6,2003-02-28,2003,8,2,46219,2,58023.0,79035.0,67.33516623069755,100314.99658879817,1
7,2004-02-29,2004,9,2,46219,2,55925.0,80822.0,68.5548389655412,100599.85873232699,1
8,2005-02-28,2005,10,2,46219,2,57555.0,83853.0,70.39458336556885,102124.11982147745,1
9,2006-02-28,2006,11,2,46219,2,63196.0,88477.0,75.38356651917648,106416.41050007235,1
10,2007-02-28,2007,12,2,46219,2,59941.0,89147.0,78.67508795379563,106906.41511556519,1
11,2008-02-29,2008,13,2,46219,2,57947.0,87312.0,74.80871255649076,101937.72130411024,1
12,2009-02-28,2009,14,2,46219,2,56349.0,82153.0,65.28227323038718,91650.07467420057,1
13,2010-02-28,2010,15,2,46219,2,53863.0,83581.0,63.982950734711295,89900.0,1
14,2011-02-28,2011,16,2,46219,2,48840.0,78331.0,65.07795083782389,80000.0,1
15,2012-02-29,2012,17,2,46219,2,42477.0,70944.0,58.406432748537995,73500.0,1
16,2013-02-28,2013,18,2,46219,2,42628.0,73796.0,63.8286189005975,79900.0,1
17,2014-02-28,2014,19,2,46219,2,47745.0,80626.0,62.5,83000.0,1
18,2015-02-28,2015,20,2,46219,2,49743.0,83852.0,65.75621746674379,85000.0,1
19,2016-02-29,2016,21,2,46219,2,51097.0,87131.0,63.320825515947504,80000.0,1
20,2017-02-28,2017,22,2,46219,2,56316.0,93691.0,70.09963768115941,89500.0,1
21,2018-02-28,2018,23,2,46219,2,61069.0,102929.0,79.1666666666667,104900.0,1
22,2019-02-28,2019,24,2,46219,2,74566.0,118420.0,89.85245228968719,114900.0,1
23,2020-02-29,2020,25,2,46219,2,79057.0,123760.0,97.24319157479202,120464.85555475195,1
