Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code
7/28/2019,24,179672,7,5,2019,46219
7/28/2010,15,64825,7,1,2010,46227
7/28/2011,16,57007,7,1,2011,46227
7/28/2012,17,53837,7,1,2012,46227
7/28/2013,18,52984,7,1,2013,46227
7/28/2014,19,61629,7,1,2014,46227
7/28/2015,20,65039,7,1,2015,46227
7/28/2016,21,67934,7,1,2016,46227
7/28/2017,22,73123,7,1,2017,46227
7/28/2018,23,82964,7,1,2018,46227
7/28/2019,24,88972,7,1,2019,46227
7/28/2010,15,82717,7,2,2010,46227
7/28/2011,16,72411,7,2,2011,46227
7/28/2012,17,74189,7,2,2012,46227
7/28/2013,18,73347,7,2,2013,46227
7/28/2014,19,80645,7,2,2014,46227
7/28/2015,20,81382,7,2,2015,46227
7/28/2016,21,85270,7,2,2016,46227
7/28/2017,22,94230,7,2,2017,46227
7/28/2018,23,103393,7,2,2018,46227
7/28/2019,24,111687,7,2,2019,46227
7/28/2010,15,112382,7,3,2010,46227
7/28/2011,16,102564,7,3,2011,46227
7/28/2012,17,107182,7,3,2012,46227
7/28/2013,18,110538,7,3,2013,46227
7/28/2014,19,118544,7,3,2014,46227
7/28/2015,20,119098,7,3,2015,46227
7/28/2016,21,125334,7,3,2016,46227
7/28/2017,22,135071,7,3,2017,46227
7/28/2018,23,147922,7,3,2018,46227
7/28/2019,24,156474,7,3,2019,46227
7/28/2010,15,132923,7,4,2010,46227
7/28/2011,16,121761,7,4,2011,46227
7/28/2012,17,127352,7,4,2012,46227
7/28/2013,18,130831,7,4,2013,46227
7/28/2014,19,140126,7,4,2014,46227
7/28/2015,20,138655,7,4,2015,46227
7/28/2016,21,145739,7,4,2016,46227
7/28/2017,22,156337,7,4,2017,46227
7/28/2018,23,169677,7,4,2018,46227
7/28/2019,24,178292,7,4,2019,46227
7/28/2010,15,161820,7,5,2010,46227
7/28/2011,16,144860,7,5,2011,46227
7/28/2012,17,148887,7,5,2012,46227
7/28/2013,18,152458,7,5,2013,46227
7/28/2014,19,165142,7,5,2014,46227
7/28/2015,20,161920,7,5,2015,46227
7/28/2016,21,167277,7,5,2016,46227
7/28/2017,22,180103,7,5,2017,46227
7/28/2018,23,193537,7,5,2018,46227
7/28/2019,24,200740,7,5,2019,46227
7/28/2011,16,66130,7,1,2011,46214
7/28/2012,17,60632,7,1,2012,46214
7/28/2013,18,60690,7,1,2013,46214
7/28/2014,19,62808,7,1,2014,46214
7/28/2015,20,58659,7,1,2015,46214
7/28/2016,21,58835,7,1,2016,46214
7/28/2017,22,63143,7,1,2017,46214
7/28/2018,23,68725,7,1,2018,46214
7/28/2019,24,81946,7,1,2019,46214
7/28/1996,1,90800,7,2,1996,46214
7/28/1997,2,83400,7,2,1997,46214
7/28/1998,3,83700,7,2,1998,46214
7/28/1999,4,87100,7,2,1999,46214
7/28/2000,5,90514,7,2,2000,46214
7/28/2001,6,93146,7,2,2001,46214
7/28/2002,7,93576,7,2,2002,46214
7/28/2003,8,94773,7,2,2003,46214
7/28/2004,9,98159,7,2,2004,46214
7/28/2005,10,100673,7,2,2005,46214
7/28/2006,11,96819,7,2,2006,46214
7/28/2007,12,97818,7,2,2007,46214
7/28/2008,13,95904,7,2,2008,46214
7/28/2009,14,91804,7,2,2009,46214
7/28/2010,15,89702,7,2,2010,46214
7/28/2011,16,80676,7,2,2011,46214
7/28/2012,17,78827,7,2,2012,46214
7/28/2013,18,78411,7,2,2013,46214
7/28/2014,19,82963,7,2,2014,46214
7/28/2015,20,81866,7,2,2015,46214
7/28/2016,21,82296,7,2,2016,46214
7/28/2017,22,88880,7,2,2017,46214
7/28/2018,23,97540,7,2,2018,46214
7/28/2019,24,108447,7,2,2019,46214
7/28/1996,1,95600,7,3,1996,46214
7/28/1997,2,90500,7,3,1997,46214
7/28/1998,3,92500,7,3,1998,46214
7/28/1999,4,95500,7,3,1999,46214
7/28/2000,5,96690,7,3,2000,46214
7/28/2001,6,98909,7,3,2001,46214
7/28/2002,7,100979,7,3,2002,46214
7/28/2003,8,104771,7,3,2003,46214
7/28/2004,9,107391,7,3,2004,46214
7/28/2005,10,107114,7,3,2005,46214
7/28/2006,11,111344,7,3,2006,46214
7/28/2007,12,111765,7,3,2007,46214
7/28/2008,13,108883,7,3,2008,46214
7/28/2009,14,104847,7,3,2009,46214
7/28/2010,15,107788,7,3,2010,46214
7/28/2011,16,97167,7,3,2011,46214
7/28/2012,17,97736,7,3,2012,46214
7/28/2013,18,101539,7,3,2013,46214
7/28/2014,19,108784,7,3,2014,46214
7/28/2015,20,108002,7,3,2015,46214
7/28/2016,21,114108,7,3,2016,46214
7/28/2017,22,124147,7,3,2017,46214
7/28/2018,23,137072,7,3,2018,46214
7/28/2019,24,148540,7,3,2019,46214
7/28/1996,1,125400,7,4,1996,46214
7/28/1997,2,119400,7,4,1997,46214
7/28/1998,3,123300,7,4,1998,46214
7/28/1999,4,119600,7,4,1999,46214
7/28/2000,5,109829,7,4,2000,46214
7/28/2001,6,113474,7,4,2001,46214
7/28/2002,7,118134,7,4,2002,46214
7/28/2003,8,121573,7,4,2003,46214
7/28/2004,9,123764,7,4,2004,46214
7/28/2005,10,126514,7,4,2005,46214
7/28/2006,11,130526,7,4,2006,46214
7/28/2007,12,129675,7,4,2007,46214
7/28/2008,13,131000,7,4,2008,46214
7/28/2009,14,127608,7,4,2009,46214
7/28/2010,15,130222,7,4,2010,46214
7/28/2011,16,120133,7,4,2011,46214
7/28/2012,17,121774,7,4,2012,46214
7/28/2013,18,125431,7,4,2013,46214
7/28/2014,19,134233,7,4,2014,46214
7/28/2015,20,133783,7,4,2015,46214
7/28/2016,21,139878,7,4,2016,46214
7/28/2017,22,152521,7,4,2017,46214
7/28/2018,23,164347,7,4,2018,46214
7/28/2019,24,176794,7,4,2019,46214
7/28/2000,5,115157,7,5,2000,46214
7/28/2001,6,119915,7,5,2001,46214
7/28/2002,7,125509,7,5,2002,46214
7/28/2003,8,129658,7,5,2003,46214
7/28/2004,9,132067,7,5,2004,46214
7/28/2005,10,141700,7,5,2005,46214
7/28/2006,11,144538,7,5,2006,46214
7/28/2007,12,143342,7,5,2007,46214
7/28/2008,13,146789,7,5,2008,46214
7/28/2009,14,141869,7,5,2009,46214
7/28/2010,15,144573,7,5,2010,46214
7/28/2011,16,128199,7,5,2011,46214
7/28/2012,17,127421,7,5,2012,46214
7/28/2013,18,131948,7,5,2013,46214
7/28/2014,19,141950,7,5,2014,46214
7/28/2015,20,139497,7,5,2015,46214
7/28/2016,21,145995,7,5,2016,46214
7/28/2017,22,159839,7,5,2017,46214
7/28/2018,23,171068,7,5,2018,46214
7/28/2019,24,184964,7,5,2019,46214
8/28/1996,1,113100,8,1,1996,46220
8/28/1997,2,114800,8,1,1997,46220
8/28/1998,3,122100,8,1,1998,46220
8/28/1999,4,102703,8,1,1999,46220
8/28/2000,5,94908,8,1,2000,46220
8/28/2001,6,99400,8,1,2001,46220
8/28/2002,7,103136,8,1,2002,46220
8/28/2003,8,107217,8,1,2003,46220
8/28/2004,9,109873,8,1,2004,46220
8/28/2005,10,115614,8,1,2005,46220
8/28/2006,11,113701,8,1,2006,46220
8/28/2007,12,118137,8,1,2007,46220
8/28/2008,13,118617,8,1,2008,46220
8/28/2009,14,116624,8,1,2009,46220
8/28/2010,15,114832,8,1,2010,46220
8/28/2011,16,106463,8,1,2011,46220
8/28/2012,17,110158,8,1,2012,46220
8/28/2013,18,117363,8,1,2013,46220
8/28/2014,19,127232,8,1,2014,46220
8/28/2015,20,127580,8,1,2015,46220
8/28/2016,21,137014,8,1,2016,46220
8/28/2017,22,147144,8,1,2017,46220
8/28/2018,23,162936,8,1,2018,46220
8/28/2019,24,170645,8,1,2019,46220
8/28/1996,1,115700,8,2,1996,46220
8/28/1997,2,121700,8,2,1997,46220
8/28/1998,3,136500,8,2,1998,46220
8/28/1999,4,126888,8,2,1999,46220
8/28/2000,5,127365,8,2,2000,46220
8/28/2001,6,131380,8,2,2001,46220
8/28/2002,7,135686,8,2,2002,46220
8/28/2003,8,140480,8,2,2003,46220
8/28/2004,9,144518,8,2,2004,46220
8/28/2005,10,150101,8,2,2005,46220
8/28/2006,11,149820,8,2,2006,46220
8/28/2007,12,152428,8,2,2007,46220
8/28/2008,13,152581,8,2,2008,46220
8/28/2009,14,150454,8,2,2009,46220
8/28/2010,15,154471,8,2,2010,46220
8/28/2011,16,145747,8,2,2011,46220
8/28/2012,17,149454,8,2,2012,46220
8/28/2013,18,158804,8,2,2013,46220
8/28/2014,19,167843,8,2,2014,46220
8/28/2015,20,164864,8,2,2015,46220
8/28/2016,21,175177,8,2,2016,46220
8/28/2017,22,187886,8,2,2017,46220
8/28/2018,23,204734,8,2,2018,46220
8/28/2019,24,212260,8,2,2019,46220
8/28/1996,1,130900,8,3,1996,46220
8/28/1997,2,141500,8,3,1997,46220
8/28/1998,3,155800,8,3,1998,46220
8/28/1999,4,151118,8,3,1999,46220
8/28/2000,5,150787,8,3,2000,46220
8/28/2001,6,152680,8,3,2001,46220
8/28/2002,7,157075,8,3,2002,46220
8/28/2003,8,162052,8,3,2003,46220
8/28/2004,9,167052,8,3,2004,46220
8/28/2005,10,169736,8,3,2005,46220
8/28/2006,11,169234,8,3,2006,46220
8/28/2007,12,172471,8,3,2007,46220
8/28/2008,13,174854,8,3,2008,46220
8/28/2009,14,171874,8,3,2009,46220
8/28/2010,15,173761,8,3,2010,46220
8/28/2011,16,166303,8,3,2011,46220
8/28/2012,17,170465,8,3,2012,46220
8/28/2013,18,179004,8,3,2013,46220
8/28/2014,19,192039,8,3,2014,46220
8/28/2015,20,186019,8,3,2015,46220
8/28/2016,21,198577,8,3,2016,46220
8/28/2017,22,213229,8,3,2017,46220
8/28/2018,23,230152,8,3,2018,46220
8/28/2019,24,239794,8,3,2019,46220
8/28/1996,1,165000,8,4,1996,46220
8/28/1997,2,176900,8,4,1997,46220
8/28/1998,3,191500,8,4,1998,46220
8/28/1999,4,212398,8,4,1999,46220
8/28/2000,5,220766,8,4,2000,46220
8/28/2001,6,225276,8,4,2001,46220
8/28/2002,7,224145,8,4,2002,46220
8/28/2003,8,233270,8,4,2003,46220
8/28/2004,9,241853,8,4,2004,46220
8/28/2005,10,241536,8,4,2005,46220
8/28/2006,11,253279,8,4,2006,46220
8/28/2007,12,252456,8,4,2007,46220
8/28/2008,13,254310,8,4,2008,46220
8/28/2009,14,247935,8,4,2009,46220
8/28/2010,15,248361,8,4,2010,46220
8/28/2011,16,233470,8,4,2011,46220
8/28/2012,17,242140,8,4,2012,46220
8/28/2013,18,255008,8,4,2013,46220
8/28/2014,19,281715,8,4,2014,46220
8/28/2015,20,277523,8,4,2015,46220
8/28/2016,21,290646,8,4,2016,46220
8/28/2017,22,306316,8,4,2017,46220
8/28/2018,23,323374,8,4,2018,46220
8/28/2019,24,332659,8,4,2019,46220
8/28/1996,1,241900,8,5,1996,46220
8/28/1997,2,269500,8,5,1997,46220
8/28/1998,3,292000,8,5,1998,46220
8/28/1999,4,253916,8,5,1999,46220
8/28/2000,5,273063,8,5,2000,46220
8/28/2001,6,283321,8,5,2001,46220
8/28/2002,7,274099,8,5,2002,46220
8/28/2003,8,294203,8,5,2003,46220
8/28/2004,9,310672,8,5,2004,46220
8/28/2005,10,323936,8,5,2005,46220
8/28/2006,11,342080,8,5,2006,46220
8/28/2007,12,346426,8,5,2007,46220
8/28/2008,13,344637,8,5,2008,46220
8/28/2009,14,341021,8,5,2009,46220
8/28/2010,15,349933,8,5,2010,46220
8/28/2011,16,326951,8,5,2011,46220
8/28/2012,17,344710,8,5,2012,46220
8/28/2013,18,361691,8,5,2013,46220
8/28/2014,19,402777,8,5,2014,46220
8/28/2015,20,392615,8,5,2015,46220
8/28/2016,21,408626,8,5,2016,46220
8/28/2017,22,430459,8,5,2017,46220
8/28/2018,23,456487,8,5,2018,46220
8/28/2019,24,467672,8,5,2019,46220
8/28/2000,5,55607,8,1,2000,46219
8/28/2001,6,58240,8,1,2001,46219
8/28/2002,7,58289,8,1,2002,46219
8/28/2003,8,57090,8,1,2003,46219
8/28/2004,9,55480,8,1,2004,46219
8/28/2005,10,62340,8,1,2005,46219
8/28/2006,11,61060,8,1,2006,46219
8/28/2007,12,58107,8,1,2007,46219
8/28/2008,13,59091,8,1,2008,46219
8/28/2009,14,53454,8,1,2009,46219
8/28/2010,15,54052,8,1,2010,46219
8/28/2011,16,42403,8,1,2011,46219
8/28/2012,17,43812,8,1,2012,46219
8/28/2013,18,43939,8,1,2013,46219
8/28/2014,19,49639,8,1,2014,46219
8/28/2015,20,50540,8,1,2015,46219
8/28/2016,21,52210,8,1,2016,46219
8/28/2017,22,60327,8,1,2017,46219
8/28/2018,23,69066,8,1,2018,46219
8/28/2019,24,76501,8,1,2019,46219
8/28/1996,1,86900,8,2,1996,46219
8/28/1997,2,73600,8,2,1997,46219
8/28/1998,3,81200,8,2,1998,46219
8/28/1999,4,84231,8,2,1999,46219
8/28/2000,5,70561,8,2,2000,46219
8/28/2001,6,74962,8,2,2001,46219
8/28/2002,7,75534,8,2,2002,46219
8/28/2003,8,75225,8,2,2003,46219
8/28/2004,9,74401,8,2,2004,46219
8/28/2005,10,80975,8,2,2005,46219
8/28/2006,11,79656,8,2,2006,46219
8/28/2007,12,79582,8,2,2007,46219
8/28/2008,13,78818,8,2,2008,46219
8/28/2009,14,71967,8,2,2009,46219
8/28/2010,15,71306,8,2,2010,46219
8/28/2011,16,58449,8,2,2011,46219
8/28/2012,17,57712,8,2,2012,46219
8/28/2013,18,60696,8,2,2013,46219
8/28/2014,19,66568,8,2,2014,46219
8/28/2015,20,67385,8,2,2015,46219
8/28/2016,21,70518,8,2,2016,46219
8/28/2017,22,79274,8,2,2017,46219
8/28/2018,23,87254,8,2,2018,46219
8/28/2019,24,96272,8,2,2019,46219
8/28/1996,1,93900,8,3,1996,46219
8/28/1997,2,83200,8,3,1997,46219
8/28/1998,3,88300,8,3,1998,46219
8/28/1999,4,81009,8,3,1999,46219
8/28/2000,5,74839,8,3,2000,46219
8/28/2001,6,80330,8,3,2001,46219
8/28/2002,7,81698,8,3,2002,46219
8/28/2003,8,81735,8,3,2003,46219
8/28/2004,9,83667,8,3,2004,46219
8/28/2005,10,89144,8,3,2005,46219
8/28/2006,11,90282,8,3,2006,46219
8/28/2007,12,90467,8,3,2007,46219
8/28/2008,13,89103,8,3,2008,46219
8/28/2009,14,83378,8,3,2009,46219
8/28/2010,15,83598,8,3,2010,46219
8/28/2011,16,75431,8,3,2011,46219
8/28/2012,17,76780,8,3,2012,46219
8/28/2013,18,77991,8,3,2013,46219
8/28/2014,19,86041,8,3,2014,46219
8/28/2015,20,85974,8,3,2015,46219
8/28/2016,21,92211,8,3,2016,46219
8/28/2017,22,102085,8,3,2017,46219
8/28/2018,23,113978,8,3,2018,46219
8/28/2019,24,121694,8,3,2019,46219
8/28/1996,1,120400,8,4,1996,46219
8/28/1997,2,114300,8,4,1997,46219
8/28/1998,3,115500,8,4,1998,46219
8/28/1999,4,102466,8,4,1999,46219
8/28/2000,5,88268,8,4,2000,46219
8/28/2001,6,96702,8,4,2001,46219
8/28/2002,7,99224,8,4,2002,46219
8/28/2003,8,99505,8,4,2003,46219
8/28/2004,9,102038,8,4,2004,46219
8/28/2005,10,110294,8,4,2005,46219
8/28/2006,11,115404,8,4,2006,46219
8/28/2007,12,115431,8,4,2007,46219
8/28/2008,13,115301,8,4,2008,46219
8/28/2009,14,110217,8,4,2009,46219
8/28/2010,15,111059,8,4,2010,46219
8/28/2011,16,101293,8,4,2011,46219
8/28/2012,17,102473,8,4,2012,46219
8/28/2013,18,108105,8,4,2013,46219
8/28/2014,19,115448,8,4,2014,46219
8/28/2015,20,115288,8,4,2015,46219
8/28/2016,21,123271,8,4,2016,46219
8/28/2017,22,133127,8,4,2017,46219
8/28/2018,23,144719,8,4,2018,46219
8/28/2019,24,155677,8,4,2019,46219
8/28/2000,5,108912,8,5,2000,46219
8/28/2001,6,114966,8,5,2001,46219
8/28/2002,7,115546,8,5,2002,46219
8/28/2003,8,113628,8,5,2003,46219
8/28/2004,9,115666,8,5,2004,46219
8/28/2005,10,124653,8,5,2005,46219
8/28/2006,11,122780,8,5,2006,46219
8/28/2007,12,123022,8,5,2007,46219
8/28/2008,13,123356,8,5,2008,46219
8/28/2009,14,121407,8,5,2009,46219
8/28/2010,15,122124,8,5,2010,46219
8/28/2011,16,112886,8,5,2011,46219
8/28/2012,17,117636,8,5,2012,46219
8/28/2013,18,124178,8,5,2013,46219
8/28/2014,19,137052,8,5,2014,46219
8/28/2015,20,134813,8,5,2015,46219
8/28/2016,21,141092,8,5,2016,46219
8/28/2017,22,158708,8,5,2017,46219
8/28/2018,23,168741,8,5,2018,46219
8/28/2019,24,179703,8,5,2019,46219
8/28/2010,15,64130,8,1,2010,46227
8/28/2011,16,57303,8,1,2011,46227
8/28/2012,17,52574,8,1,2012,46227
8/28/2013,18,54249,8,1,2013,46227
8/28/2014,19,62183,8,1,2014,46227
8/28/2015,20,64402,8,1,2015,46227
8/28/2016,21,69032,8,1,2016,46227
8/28/2017,22,73435,8,1,2017,46227
8/28/2018,23,84257,8,1,2018,46227
8/28/2019,24,89067,8,1,2019,46227
8/28/2010,15,81436,8,2,2010,46227
8/28/2011,16,73045,8,2,2011,46227
8/28/2012,17,73526,8,2,2012,46227
8/28/2013,18,73962,8,2,2013,46227
8/28/2014,19,81058,8,2,2014,46227
8/28/2015,20,80698,8,2,2015,46227
8/28/2016,21,86625,8,2,2016,46227
8/28/2017,22,95003,8,2,2017,46227
8/28/2018,23,104655,8,2,2018,46227
8/28/2019,24,111928,8,2,2019,46227
8/28/2010,15,110918,8,3,2010,46227
8/28/2011,16,103430,8,3,2011,46227
8/28/2012,17,106937,8,3,2012,46227
8/28/2013,18,111232,8,3,2013,46227
8/28/2014,19,118696,8,3,2014,46227
8/28/2015,20,118746,8,3,2015,46227
8/28/2016,21,126977,8,3,2016,46227
8/28/2017,22,135912,8,3,2017,46227
8/28/2018,23,149432,8,3,2018,46227
8/28/2019,24,156676,8,3,2019,46227
8/28/2010,15,131373,8,4,2010,46227
8/28/2011,16,122639,8,4,2011,46227
8/28/2012,17,127293,8,4,2012,46227
8/28/2013,18,131136,8,4,2013,46227
8/28/2014,19,140312,8,4,2014,46227
8/28/2015,20,138405,8,4,2015,46227
8/28/2016,21,147608,8,4,2016,46227
8/28/2017,22,157066,8,4,2017,46227
8/28/2018,23,171094,8,4,2018,46227
8/28/2019,24,178710,8,4,2019,46227
8/28/2010,15,160350,8,5,2010,46227
8/28/2011,16,145571,8,5,2011,46227
8/28/2012,17,148496,8,5,2012,46227
8/28/2013,18,152623,8,5,2013,46227
8/28/2014,19,165696,8,5,2014,46227
8/28/2015,20,161353,8,5,2015,46227
8/28/2016,21,169414,8,5,2016,46227
8/28/2017,22,180814,8,5,2017,46227
8/28/2018,23,195153,8,5,2018,46227
8/28/2019,24,201037,8,5,2019,46227
8/28/2011,16,65336,8,1,2011,46214
8/28/2012,17,60594,8,1,2012,46214
8/28/2013,18,60697,8,1,2013,46214
8/28/2014,19,62504,8,1,2014,46214
8/28/2015,20,58374,8,1,2015,46214
8/28/2016,21,59372,8,1,2016,46214
8/28/2017,22,63538,8,1,2017,46214
8/28/2018,23,69421,8,1,2018,46214
8/28/2019,24,83155,8,1,2019,46214
8/28/1996,1,89900,8,2,1996,46214
8/28/1997,2,83300,8,2,1997,46214
8/28/1998,3,83800,8,2,1998,46214
8/28/1999,4,87500,8,2,1999,46214
8/28/2000,5,90939,8,2,2000,46214
8/28/2001,6,92653,8,2,2001,46214
8/28/2002,7,93736,8,2,2002,46214
8/28/2003,8,95066,8,2,2003,46214
8/28/2004,9,98641,8,2,2004,46214
8/28/2005,10,100590,8,2,2005,46214
8/28/2006,11,96031,8,2,2006,46214
8/28/2007,12,98337,8,2,2007,46214
8/28/2008,13,95714,8,2,2008,46214
8/28/2009,14,91702,8,2,2009,46214
8/28/2010,15,88366,8,2,2010,46214
8/28/2011,16,80964,8,2,2011,46214
8/28/2012,17,78412,8,2,2012,46214
8/28/2013,18,78985,8,2,2013,46214
8/28/2014,19,82710,8,2,2014,46214
8/28/2015,20,81407,8,2,2015,46214
8/28/2016,21,83355,8,2,2016,46214
8/28/2017,22,89358,8,2,2017,46214
8/28/2018,23,98837,8,2,2018,46214
8/28/2019,24,108810,8,2,2019,46214
8/28/1996,1,94700,8,3,1996,46214
8/28/1997,2,90600,8,3,1997,46214
8/28/1998,3,92700,8,3,1998,46214
8/28/1999,4,95900,8,3,1999,46214
8/28/2000,5,97369,8,3,2000,46214
8/28/2001,6,99134,8,3,2001,46214
8/28/2002,7,101340,8,3,2002,46214
8/28/2003,8,104937,8,3,2003,46214
8/28/2004,9,107379,8,3,2004,46214
8/28/2005,10,107429,8,3,2005,46214
8/28/2006,11,111865,8,3,2006,46214
8/28/2007,12,111388,8,3,2007,46214
8/28/2008,13,108328,8,3,2008,46214
8/28/2009,14,105573,8,3,2009,46214
8/28/2010,15,106203,8,3,2010,46214
8/28/2011,16,97916,8,3,2011,46214
8/28/2012,17,97131,8,3,2012,46214
8/28/2013,18,102398,8,3,2013,46214
8/28/2014,19,108745,8,3,2014,46214
8/28/2015,20,107992,8,3,2015,46214
8/28/2016,21,115388,8,3,2016,46214
8/28/2017,22,124771,8,3,2017,46214
8/28/2018,23,138852,8,3,2018,46214
8/28/2019,24,148868,8,3,2019,46214
8/28/1996,1,124300,8,4,1996,46214
8/28/1997,2,119600,8,4,1997,46214
8/28/1998,3,123300,8,4,1998,46214
8/28/1999,4,128739,8,4,1999,46214
8/28/2000,5,109345,8,4,2000,46214
8/28/2001,6,113745,8,4,2001,46214
8/28/2002,7,118294,8,4,2002,46214
8/28/2003,8,121856,8,4,2003,46214
8/28/2004,9,123680,8,4,2004,46214
8/28/2005,10,127475,8,4,2005,46214
8/28/2006,11,130277,8,4,2006,46214
8/28/2007,12,129575,8,4,2007,46214
8/28/2008,13,131028,8,4,2008,46214
8/28/2009,14,128075,8,4,2009,46214
8/28/2010,15,128558,8,4,2010,46214
8/28/2011,16,121109,8,4,2011,46214
8/28/2012,17,121301,8,4,2012,46214
8/28/2013,18,126156,8,4,2013,46214
8/28/2014,19,134383,8,4,2014,46214
8/28/2015,20,133665,8,4,2015,46214
8/28/2016,21,141504,8,4,2016,46214
8/28/2017,22,152890,8,4,2017,46214
8/28/2018,23,165874,8,4,2018,46214
8/28/2019,24,177618,8,4,2019,46214
8/28/2000,5,114926,8,5,2000,46214
8/28/2001,6,120386,8,5,2001,46214
8/28/2002,7,125905,8,5,2002,46214
8/28/2003,8,130134,8,5,2003,46214
8/28/2004,9,132454,8,5,2004,46214
8/28/2005,10,141851,8,5,2005,46214
8/28/2006,11,144818,8,5,2006,46214
8/28/2007,12,143671,8,5,2007,46214
8/28/2008,13,146528,8,5,2008,46214
8/28/2009,14,142393,8,5,2009,46214
8/28/2010,15,142348,8,5,2010,46214
8/28/2011,16,129059,8,5,2011,46214
8/28/2012,17,127175,8,5,2012,46214
8/28/2013,18,132342,8,5,2013,46214
8/28/2014,19,141705,8,5,2014,46214
8/28/2015,20,139629,8,5,2015,46214
8/28/2016,21,148140,8,5,2016,46214
8/28/2017,22,159695,8,5,2017,46214
8/28/2018,23,172719,8,5,2018,46214
8/28/2019,24,185972,8,5,2019,46214
9/28/1996,1,113000,9,1,1996,46220
9/28/1997,2,115300,9,1,1997,46220
9/28/1998,3,122300,9,1,1998,46220
9/28/1999,4,102117,9,1,1999,46220
9/28/2000,5,95207,9,1,2000,46220
9/28/2001,6,99180,9,1,2001,46220
9/28/2002,7,103664,9,1,2002,46220
9/28/2003,8,107210,9,1,2003,46220
9/28/2004,9,110991,9,1,2004,46220
9/28/2005,10,115066,9,1,2005,46220
9/28/2006,11,113887,9,1,2006,46220
9/28/2007,12,118285,9,1,2007,46220
9/28/2008,13,118130,9,1,2008,46220
9/28/2009,14,117705,9,1,2009,46220
9/28/2010,15,112981,9,1,2010,46220
9/28/2011,16,107311,9,1,2011,46220
9/28/2012,17,109517,9,1,2012,46220
9/28/2013,18,119168,9,1,2013,46220
9/28/2014,19,127519,9,1,2014,46220
9/28/2015,20,126975,9,1,2015,46220
9/28/2016,21,138945,9,1,2016,46220
9/28/2017,22,147485,9,1,2017,46220
9/28/2018,23,164695,9,1,2018,46220
9/28/2019,24,170967,9,1,2019,46220
9/28/1996,1,115600,9,2,1996,46220
9/28/1997,2,122900,9,2,1997,46220
9/28/1998,3,136700,9,2,1998,46220
9/28/1999,4,126472,9,2,1999,46220
9/28/2000,5,128299,9,2,2000,46220
9/28/2001,6,131182,9,2,2001,46220
9/28/2002,7,136457,9,2,2002,46220
9/28/2003,8,141002,9,2,2003,46220
9/28/2004,9,144849,9,2,2004,46220
9/28/2005,10,150136,9,2,2005,46220
9/28/2006,11,150337,9,2,2006,46220
9/28/2007,12,152386,9,2,2007,46220
9/28/2008,13,152066,9,2,2008,46220
9/28/2009,14,151974,9,2,2009,46220
9/28/2010,15,151889,9,2,2010,46220
9/28/2011,16,147087,9,2,2011,46220
9/28/2012,17,149710,9,2,2012,46220
9/28/2013,18,159743,9,2,2013,46220
9/28/2014,19,167306,9,2,2014,46220
9/28/2015,20,165004,9,2,2015,46220
9/28/2016,21,177632,9,2,2016,46220
9/28/2017,22,187912,9,2,2017,46220
9/28/2018,23,206054,9,2,2018,46220
9/28/2019,24,213154,9,2,2019,46220
9/28/1996,1,130000,9,3,1996,46220
9/28/1997,2,143700,9,3,1997,46220
9/28/1998,3,155200,9,3,1998,46220
9/28/1999,4,150799,9,3,1999,46220
9/28/2000,5,151431,9,3,2000,46220
9/28/2001,6,152748,9,3,2001,46220
9/28/2002,7,157529,9,3,2002,46220
9/28/2003,8,162512,9,3,2003,46220
9/28/2004,9,167509,9,3,2004,46220
9/28/2005,10,169516,9,3,2005,46220
9/28/2006,11,169798,9,3,2006,46220
9/28/2007,12,172818,9,3,2007,46220
9/28/2008,13,173907,9,3,2008,46220
9/28/2009,14,173541,9,3,2009,46220
9/28/2010,15,171102,9,3,2010,46220
9/28/2011,16,167798,9,3,2011,46220
9/28/2012,17,170514,9,3,2012,46220
9/28/2013,18,180308,9,3,2013,46220
9/28/2014,19,191388,9,3,2014,46220
9/28/2015,20,186080,9,3,2015,46220
9/28/2016,21,201323,9,3,2016,46220
9/28/2017,22,213219,9,3,2017,46220
9/28/2018,23,231498,9,3,2018,46220
9/28/2019,24,240936,9,3,2019,46220
9/28/1996,1,165700,9,4,1996,46220
9/28/1997,2,178100,9,4,1997,46220
9/28/1998,3,192400,9,4,1998,46220
9/28/1999,4,212744,9,4,1999,46220
9/28/2000,5,221334,9,4,2000,46220
9/28/2001,6,225343,9,4,2001,46220
9/28/2002,7,224520,9,4,2002,46220
9/28/2003,8,234326,9,4,2003,46220
9/28/2004,9,242201,9,4,2004,46220
9/28/2005,10,241562,9,4,2005,46220
9/28/2006,11,254952,9,4,2006,46220
9/28/2007,12,251626,9,4,2007,46220
9/28/2008,13,253871,9,4,2008,46220
9/28/2009,14,249487,9,4,2009,46220
9/28/2010,15,244024,9,4,2010,46220
9/28/2011,16,235942,9,4,2011,46220
9/28/2012,17,242497,9,4,2012,46220
9/28/2013,18,256928,9,4,2013,46220
9/28/2014,19,281717,9,4,2014,46220
9/28/2015,20,277232,9,4,2015,46220
9/28/2016,21,294075,9,4,2016,46220
9/28/2017,22,305946,9,4,2017,46220
9/28/2018,23,324519,9,4,2018,46220
9/28/2019,24,334249,9,4,2019,46220
9/28/1996,1,243500,9,5,1996,46220
9/28/1997,2,272000,9,5,1997,46220
9/28/1998,3,292400,9,5,1998,46220
