,Date,% of Homes Decreasing in Value,% of Homes Increasing in Value,% of Listings with Price Reduction,Median % Reduction,Median List Price,Median List Price per Square Foot,Median Market Value (Single Family),Median Price 1 Bedroom,Median Price 2 Bedroom,Median Price 3 Bedroom,Median Price 4 Bedroom,Median Price 5 Bedroom,Sales per Month,Zip_Code,Date.1,Year,Month,Day
2175,2016-11-30,68.68,22.24,25.0,3.611845300478,104949.5,85.2137767220903,96171.0,57913.0,96428.0,88026.0,106326.0,120821.0,,46224,2016-11-30,2016,11,30
2176,2016-12-31,73.19,18.54,11.5789473684211,3.6210370152744003,103900.0,85.2137767220903,96074.0,58140.0,96795.0,87823.0,105693.0,120210.0,,46224,2016-12-31,2016,12,31
2177,2017-01-31,77.19,15.43,10.7142857142857,4.6788990825688,99900.0,83.0363944411429,96405.0,58280.0,97508.0,88056.0,105719.0,120136.0,,46224,2017-01-31,2017,01,31
2178,2017-02-28,80.08,13.02,12.7659574468085,3.9526788432268,102500.0,82.5684922428217,97396.0,58727.0,98849.0,88906.0,106367.0,120675.0,,46224,2017-02-28,2017,02,28
2179,2017-03-31,80.54,12.64,7.92079207920792,3.9011045156015998,99900.0,80.635838150289,98682.0,59281.0,100198.0,90033.0,107668.0,121782.0,,46224,2017-03-31,2017,03,31
2180,2017-04-30,83.65,11.53,10.4651162790698,4.5025025025025,103900.0,80.635838150289,100020.0,59954.0,101694.0,91199.0,108951.0,122920.0,,46224,2017-04-30,2017,04,30
2181,2017-05-31,83.21,11.38,6.45161290322581,3.3333333333332997,99900.0,77.98802759740259,101419.0,60826.0,103202.0,92409.0,110501.0,124145.0,,46224,2017-05-31,2017,05,31
2182,2017-06-30,83.4,10.29,6.89655172413793,5.005005005005001,94900.0,77.5862068965517,102319.0,61865.0,104221.0,93158.0,111298.0,124823.0,,46224,2017-06-30,2017,06,30
2183,2017-07-31,82.51,10.21,7.86516853932584,5.5586436909394,95450.0,84.47344605858541,102963.0,62574.0,104788.0,93635.0,112026.0,125258.0,,46224,2017-07-31,2017,07,31
2184,2017-08-31,78.12,11.56,9.78260869565217,2.9585026845301003,101000.0,89.2058399117223,103531.0,63033.0,105362.0,94134.0,112443.0,125381.0,,46224,2017-08-31,2017,08,31
2185,2017-09-30,75.25,14.3,10.6382978723404,3.3454545454545,102500.0,89.2857142857143,103934.0,62719.0,105665.0,94569.0,112940.0,125559.0,,46224,2017-09-30,2017,09,30
2186,2017-10-31,76.51,14.73,21.1764705882353,4.0032025620496,100499.5,87.5025337837838,105114.0,62417.0,106528.0,95728.0,114509.0,126715.0,,46224,2017-10-31,2017,10,31
2187,2017-11-30,76.99,15.05,14.8648648648649,5.1348999129678,97900.0,85.4891480401685,106109.0,62225.0,107198.0,96686.0,116031.0,128090.0,,46224,2017-11-30,2017,11,30
2188,2017-12-31,78.09,15.29,11.764705882352901,3.0909090909091,110551.0,85.42274052478129,107099.0,62578.0,107934.0,97638.0,117516.0,129426.0,,46224,2017-12-31,2017,12,31
2189,2018-01-31,69.74,21.87,15.1515151515152,2.5654181631606,100000.0,82.65223648155809,107150.0,62924.0,107956.0,97654.0,117843.0,130222.0,,46224,2018-01-31,2018,01,31
2190,2018-02-28,79.24,15.06,14.285714285714299,2.66335418967,100000.0,82.5072886297376,107453.0,63718.0,108220.0,97866.0,118471.0,131071.0,,46224,2018-02-28,2018,02,28
2191,2018-03-31,83.46,11.19,5.55555555555556,7.1479628305933,99950.0,85.5777777777778,108502.0,64913.0,109481.0,98680.0,119778.0,132699.0,,46224,2018-03-31,2018,03,31
2192,2018-04-30,84.35,10.26,2.0,,101250.0,80.7600427174895,110168.0,66682.0,111386.0,100057.0,121757.0,134580.0,,46224,2018-04-30,2018,04,30
2193,2018-05-31,88.22,7.94,6.25,,,88.3671369782481,111381.0,68448.0,112797.0,101127.0,123202.0,136218.0,,46224,2018-05-31,2018,05,31
2194,2018-06-30,89.33,7.39,5.97014925373134,,129450.0,99.7782705099778,112664.0,70039.0,114035.0,102303.0,124912.0,138034.0,,46224,2018-06-30,2018,06,30
2195,2018-07-31,,,6.94444444444444,,134700.0,99.23774454370691,114253.0,71198.0,115593.0,103860.0,126791.0,140319.0,,46224,2018-07-31,2018,07,31
2196,2018-08-31,97.62,1.39,10.6666666666667,,130000.0,98.37327561936941,115756.0,72264.0,117024.0,105365.0,128665.0,142518.0,,46224,2018-08-31,2018,08,31
2197,2018-09-30,98.48,0.77,12.857142857142902,,134500.0,98.7142325603726,116457.0,73402.0,117451.0,106198.0,129793.0,144072.0,,46224,2018-09-30,2018,09,30
2198,2018-10-31,97.55,1.2,16.417910447761198,,139950.0,99.73404255319151,116847.0,74694.0,117443.0,106829.0,130570.0,144963.0,,46224,2018-10-31,2018,10,31
2199,2018-11-30,98.33,1.07,17.910447761194,,134749.5,96.3645644283121,117998.0,76109.0,118512.0,107960.0,131877.0,146653.0,,46224,2018-11-30,2018,11,30
2200,2018-12-31,97.17,1.91,8.47457627118644,,136249.5,100.98581767246401,120100.0,77096.0,120759.0,109913.0,134057.0,149041.0,,46224,2018-12-31,2018,12,31
2201,2019-01-31,97.16,1.89,13.114754098360699,,132500.0,97.1392632332843,122044.0,78002.0,123018.0,111586.0,135962.0,150939.0,,46224,2019-01-31,2019,01,31
2202,2019-02-28,95.91,2.77,11.864406779661,,129900.0,96.15347630607219,122920.0,78081.0,123846.0,112431.0,136912.0,151777.0,,46224,2019-02-28,2019,02,28
2203,2019-03-31,95.18,3.05,6.25,,134500.0,105.84677419354799,123265.0,78336.0,124089.0,112747.0,137271.0,152064.0,,46224,2019-03-31,2019,03,31
2204,2019-04-30,95.46,2.83,9.58904109589041,,139200.0,102.044687374191,123343.0,77995.0,123954.0,112833.0,137518.0,152496.0,,46224,2019-04-30,2019,04,30
2205,2019-05-31,75.17,23.64,11.25,,139200.0,106.802721088435,124217.0,77625.0,124765.0,113580.0,138558.0,153573.0,,46224,2019-05-31,2019,05,31
2206,2019-06-30,74.18,24.8,7.228915662650599,,139200.0,108.25,124819.0,77006.0,125416.0,114124.0,139146.0,154162.0,,46224,2019-06-30,2019,06,30
2207,2019-07-31,73.13,25.72,11.764705882352901,,138200.0,108.25,125239.0,76832.0,125929.0,114447.0,139567.0,154472.0,,46224,2019-07-31,2019,07,31
2208,2019-08-31,,,22.0338983050847,,150000.0,110.052215286502,125750.0,76867.0,126491.0,114815.0,140070.0,154957.0,,46224,2019-08-31,2019,08,31
2209,2019-09-30,,,9.09090909090909,,141450.0,102.307270413272,127070.0,77134.0,127944.0,115886.0,141273.0,156059.0,,46224,2019-09-30,2019,09,30
2210,2019-10-31,,,12.307692307692301,,136500.0,101.608811585026,128332.0,77221.0,129499.0,116851.0,142323.0,157336.0,,46224,2019-10-31,2019,10,31
2211,2019-11-30,,,12.280701754386001,,,101.16906474820101,129241.0,77185.0,130403.0,117696.0,143165.0,158082.0,,46224,2019-11-30,2019,11,30
2212,2019-12-31,,,14.705882352941199,,,102.048558421851,129451.0,77156.0,130347.0,117962.0,143397.0,158427.0,,46224,2019-12-31,2019,12,31
2213,2020-01-31,,,,,,,130242.0,77125.0,130593.0,118927.0,144374.0,159355.0,,46224,2020-01-31,2020,01,31
2214,2020-02-29,,,,,,,131627.0,77328.0,131712.0,120350.0,145807.0,160981.0,,46224,2020-02-29,2020,02,29
2215,2020-03-31,,,,,,,133000.0,77129.0,132751.0,121864.0,147208.0,162521.0,,46224,2020-03-31,2020,03,31
2216,2000-02-29,,,,,,,27471.0,,40015.0,43959.0,,,,46225,2000-02-29,2000,02,29
2217,2000-03-31,,,,,,,27611.0,,39778.0,44314.0,,,,46225,2000-03-31,2000,03,31
2218,2000-04-30,,,,,,,27727.0,,39696.0,44559.0,,,,46225,2000-04-30,2000,04,30
2219,2000-05-31,,,,,,,27887.0,,39436.0,44914.0,,,,46225,2000-05-31,2000,05,31
2220,2000-06-30,,,,,,,28065.0,,39421.0,45210.0,,,,46225,2000-06-30,2000,06,30
2221,2000-07-31,,,,,,,28150.0,,39387.0,45336.0,,,,46225,2000-07-31,2000,07,31
2222,2000-08-31,,,,,,,28157.0,,38991.0,45477.0,,,,46225,2000-08-31,2000,08,31
2223,2000-09-30,,,,,,,28089.0,,38532.0,45629.0,,,,46225,2000-09-30,2000,09,30
2224,2000-10-31,,,,,,,28008.0,,38108.0,45672.0,,,,46225,2000-10-31,2000,10,31
2225,2000-11-30,,,,,,,28155.0,,38098.0,45929.0,,,,46225,2000-11-30,2000,11,30
2226,2000-12-31,,,,,,,28394.0,,38259.0,46214.0,,,,46225,2000-12-31,2000,12,31
2227,2001-01-31,,,,,,,28727.0,,38464.0,46730.0,,,,46225,2001-01-31,2001,01,31
2228,2001-02-28,,,,,,,29010.0,,38792.0,47206.0,,,,46225,2001-02-28,2001,02,28
2229,2001-03-31,,,,,,,29162.0,,38989.0,47347.0,,,,46225,2001-03-31,2001,03,31
2230,2001-04-30,,,,,,,29198.0,,39005.0,47301.0,,,,46225,2001-04-30,2001,04,30
2231,2001-05-31,,,,,,,29202.0,,38964.0,47254.0,,,,46225,2001-05-31,2001,05,31
2232,2001-06-30,,,,,,,29317.0,,38948.0,47469.0,,,,46225,2001-06-30,2001,06,30
2233,2001-07-31,,,,,,,29682.0,,39284.0,48107.0,,,,46225,2001-07-31,2001,07,31
2234,2001-08-31,,,,,,,30121.0,,40124.0,48606.0,,,,46225,2001-08-31,2001,08,31
2235,2001-09-30,,,,,,,30194.0,,40443.0,48791.0,,,,46225,2001-09-30,2001,09,30
2236,2001-10-31,,,,,,,30343.0,,40704.0,49256.0,,,,46225,2001-10-31,2001,10,31
2237,2001-11-30,,,,,,,30284.0,,40588.0,49591.0,,,,46225,2001-11-30,2001,11,30
2238,2001-12-31,,,,,,,30248.0,,40468.0,49639.0,,,,46225,2001-12-31,2001,12,31
2239,2002-01-31,,,,,,,29964.0,,40187.0,49132.0,,,,46225,2002-01-31,2002,01,31
2240,2002-02-28,,,,,,,29626.0,,39615.0,48464.0,,,,46225,2002-02-28,2002,02,28
2241,2002-03-31,,,,,,,29489.0,,39558.0,48253.0,,,,46225,2002-03-31,2002,03,31
2242,2002-04-30,,,,,,,29429.0,,39563.0,48193.0,,,,46225,2002-04-30,2002,04,30
2243,2002-05-31,,,,,,,29538.0,,39776.0,48396.0,,,,46225,2002-05-31,2002,05,31
2244,2002-06-30,,,,,,,29310.0,,39325.0,48072.0,,,,46225,2002-06-30,2002,06,30
2245,2002-07-31,,,,,,,28817.0,,38329.0,47304.0,,,,46225,2002-07-31,2002,07,31
2246,2002-08-31,,,,,,,28335.0,,37350.0,46596.0,,,,46225,2002-08-31,2002,08,31
2247,2002-09-30,,,,,,,28675.0,,37521.0,46348.0,,,,46225,2002-09-30,2002,09,30
2248,2002-10-31,,,,,,,28918.0,,37835.0,45868.0,,,,46225,2002-10-31,2002,10,31
2249,2002-11-30,,,,,,,28906.0,,37869.0,44985.0,,,,46225,2002-11-30,2002,11,30
2250,2002-12-31,,,,,,,28488.0,,37343.0,44304.0,,,,46225,2002-12-31,2002,12,31
2251,2003-01-31,,,,,,,28276.0,,37035.0,44008.0,,,,46225,2003-01-31,2003,01,31
2252,2003-02-28,,,,,,,28330.0,,37054.0,44100.0,,,,46225,2003-02-28,2003,02,28
2253,2003-03-31,,,,,,,28286.0,,36940.0,43917.0,,,,46225,2003-03-31,2003,03,31
2254,2003-04-30,,,,,,,28260.0,,36867.0,43791.0,,,,46225,2003-04-30,2003,04,30
2255,2003-05-31,,,,,,,28159.0,,36653.0,43555.0,,,,46225,2003-05-31,2003,05,31
2256,2003-06-30,,,,,,,28327.0,,36913.0,43699.0,,,,46225,2003-06-30,2003,06,30
2257,2003-07-31,,,,,,,28628.0,,37429.0,43999.0,,,,46225,2003-07-31,2003,07,31
2258,2003-08-31,,,,,,,28956.0,,37955.0,44373.0,,,,46225,2003-08-31,2003,08,31
2259,2003-09-30,,,,,,,28955.0,,37993.0,44550.0,,,,46225,2003-09-30,2003,09,30
2260,2003-10-31,,,,,,,28870.0,,37837.0,44627.0,,,,46225,2003-10-31,2003,10,31
2261,2003-11-30,,,,,,,28867.0,,37822.0,44805.0,,,,46225,2003-11-30,2003,11,30
2262,2003-12-31,,,,,,,29264.0,,38479.0,45233.0,,,,46225,2003-12-31,2003,12,31
2263,2004-01-31,,,,,,,29563.0,,39085.0,45454.0,,,,46225,2004-01-31,2004,01,31
2264,2004-02-29,,,,,,,29664.0,,39375.0,45455.0,,,,46225,2004-02-29,2004,02,29
2265,2004-03-31,,,,,,,29523.0,,39216.0,45164.0,,,,46225,2004-03-31,2004,03,31
2266,2004-04-30,,,,,,,29605.0,,39376.0,45180.0,,,,46225,2004-04-30,2004,04,30
2267,2004-05-31,,,,,,,29710.0,,39659.0,45162.0,,,,46225,2004-05-31,2004,05,31
2268,2004-06-30,,,,,,,29681.0,,39630.0,45029.0,,,,46225,2004-06-30,2004,06,30
2269,2004-07-31,,,,,,,29599.0,,39551.0,44859.0,,,,46225,2004-07-31,2004,07,31
2270,2004-08-31,,,,,,,29560.0,,39513.0,44755.0,,,,46225,2004-08-31,2004,08,31
2271,2004-09-30,,,,,,,29721.0,,39953.0,44939.0,,,,46225,2004-09-30,2004,09,30
2272,2004-10-31,,,,,,,29956.0,,40509.0,45223.0,,,,46225,2004-10-31,2004,10,31
2273,2004-11-30,,,,,,,30267.0,,41143.0,45674.0,,,,46225,2004-11-30,2004,11,30
2274,2004-12-31,,,,,,,30335.0,,41289.0,45764.0,,,,46225,2004-12-31,2004,12,31
2275,2005-01-31,,,,,,,30337.0,,41254.0,45793.0,,,,46225,2005-01-31,2005,01,31
2276,2005-02-28,62.89,27.48,,,,,30478.0,,41509.0,45914.0,,,,46225,2005-02-28,2005,02,28
2277,2005-03-31,65.98,24.83,,,,,30770.0,,42042.0,46236.0,,,,46225,2005-03-31,2005,03,31
2278,2005-04-30,63.24,25.0,,,,,30766.0,,42081.0,46252.0,,,,46225,2005-04-30,2005,04,30
2279,2005-05-31,78.48,11.15,,,,,30545.0,,41720.0,46070.0,,,,46225,2005-05-31,2005,05,31
2280,2005-06-30,79.27,11.76,,,,,30380.0,,41535.0,45969.0,,,,46225,2005-06-30,2005,06,30
2281,2005-07-31,71.91,17.9,,,,,30397.0,,41688.0,46014.0,,,,46225,2005-07-31,2005,07,31
2282,2005-08-31,86.59,9.1,,,,,30506.0,,41942.0,46201.0,,,,46225,2005-08-31,2005,08,31
2283,2005-09-30,89.07,7.32,,,,,30523.0,,41949.0,46287.0,,,,46225,2005-09-30,2005,09,30
2284,2005-10-31,83.55,8.71,,,,,30630.0,,41973.0,46562.0,,,,46225,2005-10-31,2005,10,31
2285,2005-11-30,82.09,8.31,,,,,30625.0,,41922.0,46598.0,,,,46225,2005-11-30,2005,11,30
2286,2005-12-31,81.69,8.45,,,,,30624.0,,41901.0,46605.0,,,,46225,2005-12-31,2005,12,31
2287,2006-01-31,76.82,12.78,,,,,30640.0,,41990.0,46592.0,,,,46225,2006-01-31,2006,01,31
2288,2006-02-28,67.98,19.28,,,,,30614.0,,41911.0,46664.0,,,,46225,2006-02-28,2006,02,28
2289,2006-03-31,59.0,30.38,,,,,30605.0,,41764.0,46848.0,,,,46225,2006-03-31,2006,03,31
2290,2006-04-30,57.67,34.98,,,,,30638.0,,41744.0,46999.0,,,,46225,2006-04-30,2006,04,30
2291,2006-05-31,52.15,40.2,,,,,30843.0,,42052.0,47270.0,,,,46225,2006-05-31,2006,05,31
2292,2006-06-30,47.01,45.86,,,,,31046.0,,42420.0,47415.0,,,,46225,2006-06-30,2006,06,30
2293,2006-07-31,40.34,50.11,,,,,31133.0,,42540.0,47505.0,,,,46225,2006-07-31,2006,07,31
2294,2006-08-31,38.21,52.06,,,,,31143.0,,42560.0,47477.0,,,,46225,2006-08-31,2006,08,31
2295,2006-09-30,34.37,54.05,,,,,31123.0,,42544.0,47436.0,,,,46225,2006-09-30,2006,09,30
2296,2006-10-31,36.49,51.13,,,,,31063.0,,42498.0,47317.0,,,,46225,2006-10-31,2006,10,31
2297,2006-11-30,52.01,34.23,,,,,31089.0,,42505.0,47413.0,,,,46225,2006-11-30,2006,11,30
2298,2006-12-31,53.12,34.67,,,,,31220.0,,42693.0,47642.0,,,,46225,2006-12-31,2006,12,31
2299,2007-01-31,54.18,34.5,,,,,31405.0,,42876.0,47976.0,,,,46225,2007-01-31,2007,01,31
2300,2007-02-28,52.23,36.97,,,,,31398.0,,42905.0,47888.0,,,,46225,2007-02-28,2007,02,28
2301,2007-03-31,52.81,36.0,,,,,31397.0,,42998.0,47780.0,,,,46225,2007-03-31,2007,03,31
2302,2007-04-30,49.4,37.24,,,,,31291.0,,43002.0,47495.0,,,,46225,2007-04-30,2007,04,30
2303,2007-05-31,47.55,39.85,,,,,31117.0,,42918.0,47206.0,,,,46225,2007-05-31,2007,05,31
2304,2007-06-30,47.32,39.81,,,,,31024.0,,42933.0,46998.0,,,,46225,2007-06-30,2007,06,30
2305,2007-07-31,54.09,34.1,,,,,31092.0,,43189.0,47014.0,,,,46225,2007-07-31,2007,07,31
2306,2007-08-31,55.59,34.01,,,,,31448.0,,43648.0,47530.0,,,,46225,2007-08-31,2007,08,31
2307,2007-09-30,54.58,34.72,,,,,31576.0,,43761.0,47780.0,,,,46225,2007-09-30,2007,09,30
2308,2007-10-31,54.98,35.03,,,,,31572.0,,43810.0,47796.0,,,,46225,2007-10-31,2007,10,31
2309,2007-11-30,52.15,36.4,,,,,31552.0,,44008.0,47682.0,,,,46225,2007-11-30,2007,11,30
2310,2007-12-31,47.85,38.79,,,,,31713.0,,44330.0,47907.0,,,,46225,2007-12-31,2007,12,31
2311,2008-01-31,48.12,38.92,,,,,31993.0,,44933.0,48155.0,,,,46225,2008-01-31,2008,01,31
2312,2008-02-29,51.88,36.4,,,,,32469.0,,45785.0,48580.0,,,,46225,2008-02-29,2008,02,29
2313,2008-03-31,55.86,32.38,,,,,32670.0,,46298.0,48520.0,,,,46225,2008-03-31,2008,03,31
2314,2008-04-30,65.1,23.09,,,,,33010.0,,46696.0,48887.0,,,,46225,2008-04-30,2008,04,30
2315,2008-05-31,64.35,23.97,,,,,33275.0,,46938.0,49445.0,,,,46225,2008-05-31,2008,05,31
2316,2008-06-30,56.26,30.69,,,,,33489.0,,46923.0,50176.0,,,9.0,46225,2008-06-30,2008,06,30
2317,2008-07-31,47.72,41.35,,,,,33494.0,,46718.0,50439.0,,,10.0,46225,2008-07-31,2008,07,31
2318,2008-08-31,43.52,43.61,,,,,33080.0,,46066.0,49802.0,,,6.0,46225,2008-08-31,2008,08,31
2319,2008-09-30,32.6,55.73,,,,,33098.0,,46009.0,49724.0,,,12.0,46225,2008-09-30,2008,09,30
2320,2008-10-31,19.68,67.85,,,,,33143.0,,45898.0,49876.0,,,10.0,46225,2008-10-31,2008,10,31
2321,2008-11-30,15.52,75.5,,,,,33030.0,,45339.0,49917.0,,,9.0,46225,2008-11-30,2008,11,30
2322,2008-12-31,10.57,82.88,,,,,32440.0,,44104.0,49282.0,,,10.0,46225,2008-12-31,2008,12,31
2323,2009-01-31,5.0,94.29,,,,,31652.0,,42481.0,48572.0,,,5.0,46225,2009-01-31,2009,01,31
2324,2009-02-28,4.6,94.38,,,,,30907.0,,41012.0,48095.0,,,7.0,46225,2009-02-28,2009,02,28
2325,2009-03-31,4.33,95.22,,,,,30530.0,,40295.0,48017.0,,,8.0,46225,2009-03-31,2009,03,31
2326,2009-04-30,3.32,95.84,,,,,30369.0,,40173.0,47846.0,,,8.0,46225,2009-04-30,2009,04,30
2327,2009-05-31,3.23,96.2,,,,,30621.0,,40412.0,47751.0,,,9.0,46225,2009-05-31,2009,05,31
2328,2009-06-30,3.54,95.67,,,,,30643.0,,40476.0,47134.0,,,8.0,46225,2009-06-30,2009,06,30
2329,2009-07-31,1.9,97.7,,,,,30654.0,,40371.0,46687.0,,,6.0,46225,2009-07-31,2009,07,31
2330,2009-08-31,2.03,97.52,,,,,30318.0,,40274.0,45852.0,,,9.0,46225,2009-08-31,2009,08,31
2331,2009-09-30,2.08,97.35,,,,,30093.0,,40311.0,45101.0,,,12.0,46225,2009-09-30,2009,09,30
2332,2009-10-31,1.46,97.92,,,,,30048.0,,40461.0,44444.0,,,5.0,46225,2009-10-31,2009,10,31
2333,2009-11-30,1.68,97.83,,,,,30481.0,,41068.0,44571.0,,,7.0,46225,2009-11-30,2009,11,30
2334,2009-12-31,2.03,96.51,,,,,31057.0,,42009.0,44907.0,,,14.0,46225,2009-12-31,2009,12,31
2335,2010-01-31,1.5,96.91,,,,,31393.0,,42694.0,45122.0,,,7.0,46225,2010-01-31,2010,01,31
2336,2010-02-28,3.63,92.93,,,,,31498.0,,43025.0,45371.0,,,8.0,46225,2010-02-28,2010,02,28
2337,2010-03-31,14.41,76.7,,,,,31579.0,,43138.0,45610.0,,,6.0,46225,2010-03-31,2010,03,31
2338,2010-04-30,38.77,48.85,,,,,31650.0,,43286.0,45690.0,,,11.0,46225,2010-04-30,2010,04,30
2339,2010-05-31,42.18,45.45,,,,,31598.0,,43360.0,45374.0,,,11.0,46225,2010-05-31,2010,05,31
2340,2010-06-30,48.32,40.14,,,,,31670.0,,43438.0,45341.0,,,11.0,46225,2010-06-30,2010,06,30
2341,2010-07-31,51.99,38.24,,,,,31426.0,,43138.0,44670.0,,,5.0,46225,2010-07-31,2010,07,31
2342,2010-08-31,51.5,38.82,,,,,31441.0,,43066.0,44350.0,,,13.0,46225,2010-08-31,2010,08,31
2343,2010-09-30,52.12,39.66,15.0,,,,30764.0,,42350.0,43083.0,,,8.0,46225,2010-09-30,2010,09,30
2344,2010-10-31,47.35,43.77,11.1111111111111,,,,30039.0,,41902.0,41750.0,,,4.0,46225,2010-10-31,2010,10,31
2345,2010-11-30,39.74,52.56,13.6363636363636,,,,28985.0,,41472.0,39714.0,,,6.0,46225,2010-11-30,2010,11,30
2346,2010-12-31,26.97,66.22,1.96078431372549,,,,28364.0,,41780.0,38105.0,,,10.0,46225,2010-12-31,2010,12,31
2347,2011-01-31,17.42,75.15,17.0212765957447,,,,28418.0,43259.0,42863.0,37103.0,,,8.0,46225,2011-01-31,2011,01,31
2348,2011-02-28,11.27,82.85,6.81818181818182,,,,28947.0,43152.0,44063.0,36215.0,,,7.0,46225,2011-02-28,2011,02,28
2349,2011-03-31,20.11,73.61,14.634146341463401,,,,29273.0,42980.0,44290.0,35377.0,,,5.0,46225,2011-03-31,2011,03,31
2350,2011-04-30,19.54,75.73,16.2162162162162,,,,28944.0,42698.0,43469.0,34212.0,,,11.0,46225,2011-04-30,2011,04,30
2351,2011-05-31,34.75,57.69,13.333333333333302,,,,28183.0,42532.0,42235.0,33145.0,,,4.0,46225,2011-05-31,2011,05,31
2352,2011-06-30,32.23,59.9,10.0,,,,27649.0,42602.0,41480.0,32332.0,,,8.0,46225,2011-06-30,2011,06,30
2353,2011-07-31,29.84,61.85,15.625,,,,27908.0,43125.0,41441.0,32530.0,,,6.0,46225,2011-07-31,2011,07,31
2354,2011-08-31,19.98,73.21,5.71428571428571,,,,28666.0,43742.0,41530.0,33418.0,,,3.0,46225,2011-08-31,2011,08,31
2355,2011-09-30,21.88,70.38,17.1428571428571,,,,29810.0,44214.0,41736.0,34822.0,,,7.0,46225,2011-09-30,2011,09,30
2356,2011-10-31,24.18,68.52,8.33333333333333,,,,30878.0,43857.0,41607.0,36264.0,,,2.0,46225,2011-10-31,2011,10,31
2357,2011-11-30,33.86,59.42,17.5,,,,31783.0,43637.0,41028.0,37573.0,,,5.0,46225,2011-11-30,2011,11,30
2358,2011-12-31,82.1,13.93,6.38297872340426,,,,32309.0,43723.0,40048.0,38440.0,35674.0,,8.0,46225,2011-12-31,2011,12,31
2359,2012-01-31,90.1,8.89,11.1111111111111,,,,32250.0,44080.0,38963.0,38661.0,35551.0,,7.0,46225,2012-01-31,2012,01,31
2360,2012-02-29,91.42,7.56,16.6666666666667,,,,31922.0,44305.0,38145.0,38822.0,35708.0,,6.0,46225,2012-02-29,2012,02,29
2361,2012-03-31,92.57,6.45,12.0,,49950.0,,31928.0,44287.0,38215.0,39236.0,35765.0,,7.0,46225,2012-03-31,2012,03,31
2362,2012-04-30,92.4,6.68,10.6382978723404,,54950.0,,32522.0,44625.0,38890.0,40143.0,35822.0,,3.0,46225,2012-04-30,2012,04,30
2363,2012-05-31,92.62,6.76,5.660377358490571,,53900.0,,33485.0,45205.0,40006.0,41146.0,35568.0,,7.0,46225,2012-05-31,2012,05,31
2364,2012-06-30,92.75,6.63,25.490196078431396,,53000.0,,34309.0,45809.0,40975.0,41890.0,35232.0,,5.0,46225,2012-06-30,2012,06,30
2365,2012-07-31,93.1,6.32,14.035087719298199,,51000.0,,34522.0,45920.0,41602.0,41944.0,35048.0,,5.0,46225,2012-07-31,2012,07,31
2366,2012-08-31,93.02,5.79,11.3207547169811,,52100.0,,34121.0,45367.0,41664.0,41250.0,34759.0,,10.0,46225,2012-08-31,2012,08,31
2367,2012-09-30,93.02,5.97,18.8679245283019,,51200.0,,33567.0,44798.0,41706.0,40317.0,34508.0,,9.0,46225,2012-09-30,2012,09,30
2368,2012-10-31,92.97,5.97,23.529411764705895,,49900.0,,33259.0,45321.0,41781.0,39552.0,34079.0,,7.0,46225,2012-10-31,2012,10,31
2369,2012-11-30,92.22,6.28,9.80392156862745,,54900.0,,33323.0,45911.0,42103.0,39351.0,33990.0,,5.0,46225,2012-11-30,2012,11,30
2370,2012-12-31,91.34,7.07,11.5384615384615,,49000.0,,33271.0,46441.0,41784.0,39253.0,34020.0,,8.0,46225,2012-12-31,2012,12,31
2371,2013-01-31,84.48,11.18,17.0731707317073,,49000.0,,33244.0,46700.0,41264.0,39539.0,34219.0,,11.0,46225,2013-01-31,2013,01,31
2372,2013-02-28,79.75,15.61,8.33333333333333,,48500.0,,32948.0,47204.0,40697.0,39448.0,34034.0,,10.0,46225,2013-02-28,2013,02,28
2373,2013-03-31,76.57,16.84,15.625,,45000.0,,32364.0,47963.0,40049.0,38936.0,33972.0,,8.0,46225,2013-03-31,2013,03,31
2374,2013-04-30,70.07,22.99,14.285714285714299,,47000.0,,32087.0,48053.0,39133.0,38502.0,34202.0,,12.0,46225,2013-04-30,2013,04,30
2375,2013-05-31,69.72,25.38,26.470588235294105,,50000.0,,31899.0,47418.0,37821.0,38325.0,35191.0,,8.0,46225,2013-05-31,2013,05,31
2376,2013-06-30,62.02,31.56,20.5128205128205,,54900.0,,31831.0,46372.0,36665.0,38300.0,36531.0,,7.0,46225,2013-06-30,2013,06,30
2377,2013-07-31,43.85,50.13,9.52380952380952,,57900.0,,31722.0,45286.0,35886.0,38282.0,37933.0,,10.0,46225,2013-07-31,2013,07,31
2378,2013-08-31,43.72,47.66,20.8333333333333,,55450.0,,31969.0,45038.0,35676.0,38523.0,39507.0,,5.0,46225,2013-08-31,2013,08,31
2379,2013-09-30,50.27,43.37,11.6279069767442,,49950.0,,32470.0,45146.0,35748.0,39109.0,40962.0,,8.0,46225,2013-09-30,2013,09,30
2380,2013-10-31,52.21,39.66,21.951219512195102,,55900.0,,32876.0,45272.0,35956.0,39408.0,42249.0,,6.0,46225,2013-10-31,2013,10,31
2381,2013-11-30,56.5,35.5,14.583333333333302,,52400.0,,33200.0,45014.0,36199.0,39613.0,43207.0,,2.0,46225,2013-11-30,2013,11,30
2382,2013-12-31,51.99,38.24,22.7272727272727,,55900.0,,33932.0,44181.0,36954.0,40228.0,44136.0,,6.0,46225,2013-12-31,2013,12,31
2383,2014-01-31,58.8,32.27,25.581395348837198,,53900.0,,35108.0,43384.0,37531.0,40750.0,45355.0,,18.0,46225,2014-01-31,2014,01,31
