,Date,% of Homes Decreasing in Value,% of Homes Increasing in Value,% of Listings with Price Reduction,Median % Reduction,Median List Price,Median List Price per Square Foot,Median Market Value (Single Family),Median Price 1 Bedroom,Median Price 2 Bedroom,Median Price 3 Bedroom,Median Price 4 Bedroom,Median Price 5 Bedroom,Sales per Month,Zip_Code,Date.1,Year,Month,Day
113,2005-09-30,50.63,40.21,,,,,95133.0,70950.0,77786.0,96650.0,111967.0,113947.0,,46107,2005-09-30,2005,09,30
114,2005-10-31,66.37,23.7,,,,,95787.0,71695.0,78460.0,97386.0,112716.0,114182.0,,46107,2005-10-31,2005,10,31
115,2005-11-30,63.6,25.38,,,,,95912.0,71616.0,78413.0,97689.0,112950.0,114560.0,,46107,2005-11-30,2005,11,30
116,2005-12-31,60.48,27.43,,,,,96047.0,71722.0,78819.0,97956.0,113292.0,114988.0,,46107,2005-12-31,2005,12,31
117,2006-01-31,53.34,34.07,,,,,95705.0,71712.0,78593.0,97755.0,113179.0,114583.0,,46107,2006-01-31,2006,01,31
118,2006-02-28,49.61,38.05,,,,,95504.0,72171.0,78778.0,97316.0,113033.0,113902.0,,46107,2006-02-28,2006,02,28
119,2006-03-31,44.67,42.3,,,,,95350.0,72732.0,78767.0,96933.0,112588.0,113081.0,,46107,2006-03-31,2006,03,31
120,2006-04-30,44.94,42.9,,,,,95288.0,73610.0,79046.0,96575.0,112385.0,112865.0,,46107,2006-04-30,2006,04,30
121,2006-05-31,52.8,33.28,,,,,94992.0,74039.0,79149.0,96264.0,111995.0,113042.0,,46107,2006-05-31,2006,05,31
122,2006-06-30,53.89,32.8,,,,,94701.0,74176.0,79021.0,96049.0,112135.0,113634.0,,46107,2006-06-30,2006,06,30
123,2006-07-31,50.14,37.06,,,,,94729.0,73736.0,78825.0,96322.0,112276.0,113691.0,,46107,2006-07-31,2006,07,31
124,2006-08-31,42.43,46.33,,,,,95044.0,73137.0,78707.0,96991.0,112725.0,114329.0,,46107,2006-08-31,2006,08,31
125,2006-09-30,33.92,54.27,,,,,95082.0,72274.0,78490.0,97320.0,113137.0,114623.0,,46107,2006-09-30,2006,09,30
126,2006-10-31,31.34,57.85,,,,,94740.0,71526.0,78129.0,97087.0,113149.0,115232.0,,46107,2006-10-31,2006,10,31
127,2006-11-30,36.31,51.33,,,,,94625.0,71768.0,78456.0,96941.0,112956.0,115032.0,,46107,2006-11-30,2006,11,30
128,2006-12-31,30.37,58.79,,,,,94719.0,72082.0,78537.0,97046.0,113194.0,116095.0,,46107,2006-12-31,2006,12,31
129,2007-01-31,27.65,61.7,,,,,95362.0,72318.0,78710.0,97860.0,113549.0,116541.0,,46107,2007-01-31,2007,01,31
130,2007-02-28,29.02,59.54,,,,,95998.0,72203.0,78583.0,98551.0,114009.0,117018.0,,46107,2007-02-28,2007,02,28
131,2007-03-31,31.19,56.13,,,,,96608.0,72002.0,78687.0,99153.0,113969.0,116302.0,,46107,2007-03-31,2007,03,31
132,2007-04-30,33.4,53.69,,,,,96681.0,72259.0,78926.0,99001.0,113900.0,116020.0,,46107,2007-04-30,2007,04,30
133,2007-05-31,33.67,54.31,,,,,96368.0,72145.0,78835.0,98664.0,113517.0,115226.0,,46107,2007-05-31,2007,05,31
