,Date,% of Homes Decreasing in Value,% of Homes Increasing in Value,% of Listings with Price Reduction,Median % Reduction,Median List Price,Median List Price per Square Foot,Median Market Value (Single Family),Median Price 1 Bedroom,Median Price 2 Bedroom,Median Price 3 Bedroom,Median Price 4 Bedroom,Median Price 5 Bedroom,Sales per Month,Zip_Code,Month
173,2010-09-30,12.94,77.61,15.2542372881356,4.7664442326025,85000.0,72.8155339805825,87521.0,70780.0,72199.0,89413.0,107964.0,117021.0,12.0,46107,09
174,2010-10-31,14.25,76.32,11.1111111111111,5.8892815076561,85000.0,72.4101479915433,86457.0,69591.0,70947.0,88400.0,106805.0,115350.0,10.0,46107,10
175,2010-11-30,20.77,69.23,11.2781954887218,6.2578222778473,85000.0,72.8155339805825,85663.0,69255.0,70005.0,87689.0,105764.0,113950.0,10.0,46107,11
176,2010-12-31,22.06,68.58,16.0,5.5555555555556,80000.0,72.8125,85064.0,68599.0,69448.0,87099.0,105506.0,113842.0,15.0,46107,12
177,2011-01-31,24.3,66.09,19.1304347826087,8.0,79900.0,72.2088353413655,84684.0,67617.0,69219.0,86715.0,105020.0,113618.0,17.0,46107,01
178,2011-02-28,21.79,69.28,16.2162162162162,7.702194977259199,79450.0,70.3933747412008,83957.0,66635.0,68689.0,85934.0,103562.0,112868.0,9.0,46107,02
179,2011-03-31,13.16,80.02,18.965517241379303,6.675567423231,79450.0,70.2927586729284,83215.0,65900.0,68154.0,85145.0,101983.0,112034.0,10.0,46107,03
180,2011-04-30,11.92,80.27,15.5172413793103,6.4620411568409,79900.0,70.34161490683229,81986.0,65845.0,67458.0,83826.0,100178.0,110731.0,14.0,46107,04
181,2011-05-31,9.95,83.78,19.047619047618998,5.3684210526316,79900.0,70.2927586729284,80389.0,65112.0,66314.0,82214.0,98436.0,109299.0,8.0,46107,05
182,2011-06-30,9.78,83.56,15.596330275229398,3.1795224977042995,79900.0,69.6854188573431,79116.0,65175.0,65553.0,80870.0,96651.0,107303.0,20.0,46107,06
183,2011-07-31,11.82,81.12,12.931034482758601,6.6815144766147005,82000.0,72.1816707218167,78302.0,64626.0,64825.0,80144.0,95802.0,106506.0,16.0,46107,07
184,2011-08-31,10.27,82.76,18.2608695652174,4.8677248677249,83450.0,71.0308056872038,78449.0,64488.0,64730.0,80455.0,95859.0,106475.0,17.0,46107,08
185,2011-09-30,9.6,84.13,15.833333333333302,4.8192771084337,79900.0,71.9417933478112,78900.0,64401.0,64735.0,81120.0,96688.0,107621.0,9.0,46107,09
186,2011-10-31,10.92,84.03,14.5631067961165,6.113108859104299,77450.0,69.4444444444444,79005.0,64357.0,64478.0,81340.0,96603.0,107630.0,11.0,46107,10
187,2011-11-30,8.93,86.24,16.494845360824698,10.0,78500.0,69.7287243694429,78842.0,64491.0,64184.0,81191.0,96274.0,107570.0,15.0,46107,11
188,2011-12-31,18.11,78.03,7.692307692307691,10.0,73950.0,66.64955509924711,78347.0,63987.0,63486.0,80756.0,95389.0,106590.0,18.0,46107,12
189,2012-01-31,25.77,69.43,10.5882352941176,6.005109339873299,73950.0,67.3400673400673,77809.0,64056.0,62799.0,80272.0,94677.0,106028.0,15.0,46107,01
190,2012-02-29,33.11,62.41,11.1111111111111,4.9550046001978,70000.0,67.7102122414622,77375.0,63624.0,62203.0,79882.0,94533.0,105495.0,9.0,46107,02
191,2012-03-31,39.03,56.14,14.5631067961165,7.001510649579299,79900.0,68.251713174466,77663.0,63089.0,62320.0,80155.0,95154.0,105927.0,16.0,46107,03
192,2012-04-30,43.26,50.62,20.879120879120897,4.128787878787899,80000.0,67.7102122414622,78142.0,61616.0,62005.0,80714.0,96049.0,106508.0,15.0,46107,04
193,2012-05-31,49.3,45.37,19.047619047618998,6.066332916145201,83700.0,69.7292863002461,79159.0,61402.0,62286.0,81756.0,97146.0,107305.0,19.0,46107,05
194,2012-06-30,51.27,42.99,14.9425287356322,5.0186977074502,83950.0,71.2945590994372,79510.0,61691.0,61731.0,82301.0,97833.0,108252.0,15.0,46107,06
195,2012-07-31,56.29,37.89,16.6666666666667,6.25,84450.0,71.9079578139981,79984.0,63082.0,61677.0,82861.0,98197.0,108752.0,23.0,46107,07
196,2012-08-31,62.86,31.37,12.790697674418599,5.7714958775029,81500.0,71.7592592592593,79777.0,63253.0,61189.0,82814.0,97971.0,108912.0,9.0,46107,08
197,2012-09-30,69.75,25.22,20.6896551724138,4.401363168724299,80000.0,72.7788393448175,79599.0,62771.0,61084.0,82645.0,97820.0,108657.0,13.0,46107,09
198,2012-10-31,76.22,19.9,19.7674418604651,6.3224446786090995,80000.0,73.0569515613367,79759.0,62164.0,61367.0,82808.0,98407.0,109430.0,18.0,46107,10
199,2012-11-30,74.63,21.82,12.0481927710843,4.2247386759582,78250.0,68.9102564102564,79434.0,61731.0,61114.0,82394.0,98211.0,109343.0,14.0,46107,11
200,2012-12-31,77.21,18.03,13.235294117647099,7.070707070707099,75000.0,68.5483870967742,79427.0,62173.0,61204.0,82288.0,98022.0,109390.0,17.0,46107,12
201,2013-01-31,70.8,22.41,15.2542372881356,7.6923076923077,74900.0,65.359477124183,79324.0,62351.0,61234.0,82094.0,97793.0,109042.0,12.0,46107,01
202,2013-02-28,63.63,26.22,6.153846153846151,9.2831076149542,78000.0,70.8333333333333,79840.0,63336.0,61761.0,82661.0,98463.0,109950.0,15.0,46107,02
203,2013-03-31,80.42,12.29,17.1428571428571,5.8823529411765,79900.0,73.71783001106691,80030.0,63847.0,61754.0,82933.0,98702.0,110416.0,13.0,46107,03
204,2013-04-30,81.24,11.62,10.2564102564103,8.184806280070902,80000.0,70.8333333333333,80351.0,64686.0,62018.0,83359.0,99096.0,111134.0,16.0,46107,04
205,2013-05-31,77.51,15.35,10.975609756097601,5.7175528873642,83900.0,72.3731884057971,80579.0,64808.0,62093.0,83575.0,99676.0,111815.0,15.0,46107,05
206,2013-06-30,81.09,13.31,18.4210526315789,6.1754939986891,89450.0,74.0123713563813,80813.0,64517.0,62605.0,83626.0,99894.0,112118.0,12.0,46107,06
207,2013-07-31,77.69,16.47,9.574468085106382,6.2578222778473,79900.0,71.38005170412579,80760.0,63897.0,62756.0,83389.0,100088.0,112402.0,15.0,46107,07
208,2013-08-31,71.59,21.62,21.6494845360825,4.7619047619048,82500.0,73.2105483465885,81002.0,64267.0,63198.0,83414.0,100452.0,113155.0,21.0,46107,08
209,2013-09-30,58.78,35.97,8.98876404494382,8.025702827774099,79900.0,72.8550576281468,81364.0,65028.0,63618.0,83641.0,101206.0,114296.0,25.0,46107,09
210,2013-10-31,56.09,39.3,18.5185185185185,4.4454979717662,85000.0,74.20127795527159,81796.0,66162.0,64213.0,83961.0,101612.0,115195.0,20.0,46107,10
211,2013-11-30,56.79,37.24,15.5844155844156,4.2647058823529,86500.0,72.17283519062059,82546.0,66900.0,65219.0,84698.0,102345.0,115748.0,9.0,46107,11
212,2013-12-31,66.99,27.66,10.6666666666667,1.123595505618,88000.0,72.9297933832373,83417.0,67903.0,66205.0,85586.0,103426.0,116770.0,22.0,46107,12
213,2014-01-31,73.43,21.32,11.8421052631579,3.5335689045936,84950.0,72.1153846153846,84345.0,68814.0,66860.0,86631.0,104742.0,118028.0,23.0,46107,01
214,2014-02-28,77.04,17.31,11.688311688311698,2.6575012401672002,88000.0,69.81351981351979,85258.0,69581.0,67287.0,87667.0,105962.0,119782.0,19.0,46107,02
215,2014-03-31,74.48,20.7,13.75,4.5495905368517,90000.0,76.9230769230769,86144.0,70524.0,67892.0,88676.0,107023.0,121065.0,19.0,46107,03
216,2014-04-30,58.46,33.43,32.4675324675325,5.2752502780868,90000.0,75.99053401513241,86926.0,71109.0,68540.0,89462.0,107764.0,122017.0,18.0,46107,04
217,2014-05-31,51.07,42.74,13.6363636363636,2.9622063329927997,89995.0,78.13822432023271,87161.0,71296.0,69034.0,89705.0,107714.0,121888.0,22.0,46107,05
218,2014-06-30,42.91,50.32,17.977528089887603,2.2890790996562003,96450.0,78.34757834757829,87595.0,71680.0,69453.0,90208.0,108154.0,122143.0,12.0,46107,06
219,2014-07-31,40.07,53.73,22.429906542056102,3.3531717774396004,95000.0,78.77434013797651,88186.0,72209.0,70234.0,90823.0,108490.0,122218.0,20.0,46107,07
220,2014-08-31,35.52,58.41,18.446601941747602,3.8510911424904,93500.0,80.02136752136751,88738.0,73190.0,70845.0,91362.0,108940.0,121895.0,16.0,46107,08
221,2014-09-30,36.19,56.79,15.841584158415802,4.3834745762712,94900.0,79.7253106605625,88983.0,73973.0,71339.0,91545.0,108702.0,121307.0,23.0,46107,09
222,2014-10-31,33.06,61.02,28.571428571428598,4.1152263374486,94900.0,79.873339090965,89070.0,75034.0,71379.0,91619.0,108654.0,120759.0,23.0,46107,10
223,2014-11-30,37.71,57.06,17.8571428571429,4.2040762604868,90000.0,81.25,89305.0,76030.0,71390.0,91904.0,108933.0,121370.0,9.0,46107,11
224,2014-12-31,34.8,59.7,6.32911392405063,4.7619047619048,89450.0,76.2510032607827,89487.0,76668.0,71305.0,92137.0,109217.0,121540.0,17.0,46107,12
225,2015-01-31,37.09,58.18,14.666666666666698,4.6067415730337,89900.0,77.893175074184,89425.0,76829.0,71363.0,92061.0,109152.0,121757.0,6.0,46107,01
226,2015-02-28,38.53,56.74,15.7894736842105,3.9245573518090997,92500.0,76.9830988882337,89023.0,76472.0,71319.0,91533.0,108533.0,120868.0,8.0,46107,02
227,2015-03-31,36.59,58.46,16.867469879518097,4.2553191489362,90000.0,77.63414875158759,88717.0,76285.0,71201.0,91101.0,108150.0,120333.0,10.0,46107,03
228,2015-04-30,44.76,45.93,21.904761904761894,3.9952644225162,89900.0,80.02528308410409,88770.0,76951.0,71382.0,91059.0,108354.0,120212.0,15.0,46107,04
229,2015-05-31,53.02,37.68,23.300970873786397,5.8490566037736,89900.0,80.7784431137725,89210.0,77773.0,71693.0,91505.0,108882.0,120720.0,19.0,46107,05
230,2015-06-30,56.93,33.18,23.809523809523803,5.5617352614016,89900.0,77.37594617325479,89310.0,78182.0,71725.0,91633.0,109290.0,121144.0,9.0,46107,06
231,2015-07-31,65.31,24.62,21.551724137931,4.3715846994536,87700.0,76.62835249042149,89014.0,77967.0,71169.0,91415.0,109284.0,121166.0,21.0,46107,07
232,2015-08-31,61.28,27.46,27.2,4.8594125924917,86250.0,76.5550940272375,88561.0,77456.0,70691.0,91022.0,109239.0,121289.0,16.0,46107,08
233,2015-09-30,61.8,27.01,20.0,4.3034646223358,81900.0,76.9230769230769,88601.0,77211.0,70524.0,91160.0,109581.0,121504.0,19.0,46107,09
234,2015-10-31,63.39,26.24,18.699186991869897,4.5495905368517,79900.0,76.62835249042149,88699.0,76158.0,70296.0,91370.0,110009.0,121800.0,24.0,46107,10
235,2015-11-30,60.16,30.02,18.9473684210526,3.813446240698,79900.0,83.3333333333333,89316.0,75768.0,70481.0,92033.0,110923.0,122343.0,16.0,46107,11
236,2015-12-31,35.84,54.61,14.583333333333302,3.2616753150482003,80000.0,83.5387323943662,89931.0,75079.0,70785.0,92680.0,111881.0,123226.0,30.0,46107,12
237,2016-01-31,33.88,56.03,10.126582278481,6.402999071570999,79900.0,83.6825811873212,91020.0,75449.0,71569.0,93732.0,113240.0,124148.0,15.0,46107,01
238,2016-02-29,33.73,56.92,14.102564102564099,2.6572187776794,79700.0,81.0201915895828,91838.0,75930.0,72202.0,94551.0,114296.0,124658.0,16.0,46107,02
239,2016-03-31,30.67,58.66,12.6436781609195,5.412446578069201,84000.0,83.3333333333333,91971.0,76154.0,72259.0,94712.0,114720.0,124580.0,13.0,46107,03
240,2016-04-30,28.71,61.02,10.112359550561802,6.228070175438599,84900.0,83.3333333333333,91373.0,75665.0,71667.0,94190.0,114657.0,124506.0,11.0,46107,04
241,2016-05-31,19.88,67.79,10.1010101010101,3.1691607145592005,85000.0,82.82926829268291,90800.0,75170.0,71012.0,93679.0,114790.0,124640.0,15.0,46107,05
242,2016-06-30,28.31,57.55,23.0,4.1670833333332995,87500.0,83.3333333333333,91206.0,75164.0,71314.0,94074.0,115597.0,125381.0,8.0,46107,06
461,2010-09-30,26.41,57.45,16.822429906542098,3.2569616573076297,124900.0,76.19639561591579,120963.0,72218.0,98800.0,115349.0,152117.0,199362.0,42.0,46217,09
462,2010-10-31,22.63,63.88,17.7777777777778,3.80915736821854,122250.0,75.4147812971342,119803.0,70093.0,97446.0,114229.0,151075.0,197985.0,29.0,46217,10
463,2010-11-30,23.05,63.95,14.5695364238411,3.60313089951154,120995.0,75.8761682242991,118834.0,68673.0,96459.0,113273.0,150308.0,196260.0,35.0,46217,11
464,2010-12-31,22.93,64.72,11.371237458194,3.8610038610038595,119900.0,74.7396747944476,118675.0,67510.0,96311.0,113089.0,150123.0,195323.0,52.0,46217,12
465,2011-01-31,20.22,66.1,18.3391003460208,4.89234449760766,120000.0,75.3132231979556,118793.0,67423.0,96486.0,113167.0,150189.0,195005.0,32.0,46217,01
466,2011-02-28,17.97,68.63,10.4377104377104,3.4285714285714306,121000.0,75.4147812971342,118770.0,67792.0,96982.0,113176.0,150046.0,194706.0,9.0,46217,02
467,2011-03-31,16.34,70.89,15.7575757575758,4.302704954069,120000.0,75.1689638625198,118329.0,67368.0,97251.0,112789.0,149405.0,193686.0,23.0,46217,03
468,2011-04-30,12.33,77.45,12.987012987013,5.005005005005001,120497.5,76.610824742268,117217.0,66326.0,96643.0,111758.0,147958.0,191715.0,38.0,46217,04
469,2011-05-31,13.44,74.96,12.040133779264199,3.70677895735722,122900.0,76.6110034936266,115527.0,64207.0,94989.0,110107.0,145872.0,188825.0,43.0,46217,05
470,2011-06-30,15.72,71.52,16.9278996865204,3.84911470361817,120000.0,76.14496216646751,114380.0,62795.0,93661.0,109037.0,144316.0,186742.0,38.0,46217,06
471,2011-07-31,23.84,60.25,19.7014925373134,3.4800641821319402,121745.0,77.0645477067855,114179.0,62345.0,93170.0,108818.0,143876.0,186232.0,42.0,46217,07
472,2011-08-31,29.59,53.83,18.965517241379303,3.6363636363636402,122195.0,76.8301225386275,115113.0,63405.0,93939.0,109660.0,144891.0,187543.0,50.0,46217,08
473,2011-09-30,31.27,51.38,13.554216867469899,3.6619469034459002,120000.0,77.0645477067855,116317.0,64644.0,95044.0,110723.0,146296.0,189590.0,51.0,46217,09
474,2011-10-31,28.45,56.99,10.8695652173913,2.98665858095816,121000.0,77.8463648834019,116680.0,65301.0,95125.0,111051.0,146812.0,190904.0,40.0,46217,10
475,2011-11-30,25.24,61.21,10.2473498233216,3.7064492216456606,119900.0,75.7575757575758,116723.0,65339.0,94799.0,111080.0,146881.0,191979.0,40.0,46217,11
476,2011-12-31,54.86,34.26,9.6,5.26870389884089,119949.5,74.7713500649255,116214.0,64813.0,93765.0,110546.0,146374.0,192144.0,44.0,46217,12
477,2012-01-31,66.97,26.01,13.223140495867801,3.7519685193217702,120000.0,74.3131395271232,115396.0,63297.0,92926.0,109692.0,145650.0,191243.0,35.0,46217,01
478,2012-02-29,65.61,27.35,13.6563876651982,2.9142857142857097,120000.0,72.9475168756501,114604.0,61589.0,91868.0,108915.0,144794.0,190008.0,31.0,46217,02
479,2012-03-31,67.13,25.95,16.7330677290837,3.45065562456867,122490.0,73.3782129742962,114689.0,61070.0,91365.0,109000.0,144893.0,190345.0,35.0,46217,03
480,2012-04-30,62.17,30.79,12.955465587044499,2.77932184546971,119900.0,73.2349080138657,115332.0,61429.0,91384.0,109619.0,145788.0,192051.0,70.0,46217,04
481,2012-05-31,57.61,35.28,10.3585657370518,4.16321196319546,120000.0,74.6465934679075,116623.0,62340.0,92052.0,110825.0,147721.0,194910.0,35.0,46217,05
482,2012-06-30,58.56,34.27,20.158102766798397,3.97379912663756,120000.0,73.0170496664196,117140.0,62220.0,92280.0,111265.0,148578.0,195885.0,44.0,46217,06
483,2012-07-31,68.47,25.72,18.8679245283019,3.98297642671946,119900.0,73.0170496664196,117548.0,61685.0,92288.0,111671.0,149237.0,196457.0,44.0,46217,07
484,2012-08-31,74.82,20.57,18.9300411522634,3.7064492216456606,119500.0,72.6998491704374,117223.0,60271.0,91497.0,111422.0,148752.0,195754.0,45.0,46217,08
485,2012-09-30,80.4,16.24,19.5020746887967,3.12597686777117,119900.0,72.341059561574,117030.0,58908.0,90950.0,111342.0,148515.0,195445.0,50.0,46217,09
486,2012-10-31,80.86,15.94,11.555555555555598,3.3548387096774195,119900.0,72.1918394271034,117331.0,57811.0,91068.0,111622.0,148860.0,195690.0,44.0,46217,10
487,2012-11-30,76.7,19.85,12.727272727272698,4.08163265306123,119950.0,72.46926400367559,116845.0,57006.0,90664.0,111128.0,148464.0,194965.0,28.0,46217,11
488,2012-12-31,64.58,27.25,6.122448979591839,5.78095238095238,121312.5,73.69945479327579,116724.0,56629.0,90500.0,111014.0,148545.0,194817.0,48.0,46217,12
489,2013-01-31,42.44,45.16,11.1702127659574,3.4013605442176904,122450.0,74.8834139165825,116480.0,56736.0,90112.0,110873.0,148528.0,194932.0,43.0,46217,01
490,2013-02-28,47.78,39.89,10.880829015544,4.85714285714286,124900.0,77.4639945798171,117165.0,57240.0,90520.0,111549.0,149635.0,196264.0,37.0,46217,02
491,2013-03-31,50.66,37.25,10.9704641350211,3.4301885419691,124900.0,77.3411371237458,117569.0,57685.0,90904.0,111983.0,150281.0,196480.0,37.0,46217,03
492,2013-04-30,60.05,29.93,8.8,2.94290759270159,124900.0,78.01972062448641,118660.0,57689.0,91820.0,113067.0,151514.0,197073.0,63.0,46217,04
493,2013-05-31,65.75,26.18,10.6382978723404,2.70416441319632,127900.0,78.9778714436249,119679.0,57437.0,92803.0,114164.0,152575.0,197741.0,42.0,46217,05
494,2013-06-30,68.84,24.69,14.335664335664301,2.94290759270159,134900.0,80.2321559215617,120674.0,57749.0,93987.0,115176.0,154032.0,199596.0,63.0,46217,06
495,2013-07-31,58.92,31.36,15.7894736842105,2.85714285714286,134900.0,80.32727455129141,121023.0,58305.0,94744.0,115549.0,154558.0,200568.0,90.0,46217,07
496,2013-08-31,55.92,32.05,20.3636363636364,3.07112068965517,134900.0,81.74386920980929,121674.0,59489.0,95853.0,116149.0,155495.0,201593.0,72.0,46217,08
497,2013-09-30,28.3,57.92,18.5185185185185,2.8772233287160405,134900.0,82.2717161815714,122400.0,60514.0,96648.0,116829.0,156246.0,202175.0,64.0,46217,09
498,2013-10-31,28.48,59.61,17.7165354330709,2.41912655958542,134900.0,82.2745151227452,122966.0,61402.0,97245.0,117397.0,157049.0,202726.0,57.0,46217,10
499,2013-11-30,48.82,37.35,17.256637168141598,2.85755113705957,134672.0,83.2916666666667,124017.0,62166.0,98127.0,118474.0,158218.0,203551.0,36.0,46217,11
500,2013-12-31,54.42,30.94,12.918660287081302,3.13485702783839,134672.0,82.673776636923,125082.0,62976.0,99184.0,119549.0,159378.0,204371.0,61.0,46217,12
501,2014-01-31,52.25,33.74,10.4166666666667,2.56909411137744,134900.0,82.2337013823805,126971.0,64186.0,100684.0,121351.0,161338.0,206240.0,46.0,46217,01
502,2014-02-28,52.18,35.07,14.0540540540541,3.47943032518363,137500.0,81.7905027292326,128706.0,65204.0,101995.0,122993.0,163355.0,208662.0,46.0,46217,02
503,2014-03-31,51.18,36.15,13.0630630630631,2.63296471827278,135000.0,82.0297158549401,130676.0,65874.0,103350.0,124880.0,165642.0,211842.0,51.0,46217,03
504,2014-04-30,44.9,43.98,16.078431372548998,3.57398141529665,139900.0,84.4298245614035,131382.0,66451.0,103742.0,125547.0,166594.0,213338.0,54.0,46217,04
505,2014-05-31,41.02,49.19,15.1624548736462,2.8322377822234905,137600.0,83.46374543557641,131309.0,67237.0,103714.0,125427.0,166285.0,212964.0,63.0,46217,05
506,2014-06-30,36.49,55.58,19.572953736654803,2.65773708538912,134950.0,82.15206185567008,131160.0,68138.0,103467.0,125239.0,165967.0,212230.0,78.0,46217,06
507,2014-07-31,33.5,58.96,18.050541516245502,2.3779066810097205,134900.0,81.4835787089468,131540.0,68842.0,103897.0,125576.0,166544.0,212234.0,74.0,46217,07
508,2014-08-31,27.6,65.92,22.761194029850696,2.79775641775553,135000.0,82.1613939693524,131827.0,69106.0,104136.0,125860.0,167270.0,212409.0,59.0,46217,08
509,2014-09-30,29.37,63.97,18.3823529411765,2.4863586064791803,133000.0,81.7642164523972,131675.0,69747.0,104217.0,125732.0,167295.0,211689.0,50.0,46217,09
510,2014-10-31,32.15,61.08,9.9601593625498,3.1294940307237296,134000.0,81.2408110757167,131655.0,70898.0,104350.0,125731.0,167090.0,211072.0,60.0,46217,10
511,2014-11-30,36.38,57.3,12.6086956521739,3.11111111111111,134900.0,80.1425059569755,131986.0,72146.0,104833.0,126076.0,167250.0,211741.0,25.0,46217,11
512,2014-12-31,40.39,52.97,8.17307692307692,2.41556591057881,129900.0,79.17818331020709,132349.0,72838.0,105308.0,126454.0,167612.0,212939.0,39.0,46217,12
513,2015-01-31,45.37,47.72,10.2040816326531,3.6693847294292,129900.0,79.4538141706461,131884.0,72670.0,105091.0,126053.0,167039.0,212755.0,41.0,46217,01
514,2015-02-28,49.19,44.41,11.0599078341014,3.18840579710145,134900.0,80.3571428571429,131010.0,72477.0,104574.0,125249.0,165847.0,211339.0,19.0,46217,02
515,2015-03-31,51.57,42.38,11.9521912350598,2.8653295128939904,135450.0,83.3333333333333,129998.0,72317.0,103896.0,124257.0,164714.0,209714.0,30.0,46217,03
516,2015-04-30,59.6,33.33,14.7157190635452,3.3064699455154707,132900.0,83.64498156164821,129850.0,72571.0,104010.0,124140.0,164595.0,209606.0,54.0,46217,04
517,2015-05-31,67.89,23.55,15.359477124183,2.51382604323781,136900.0,85.8823529411765,130318.0,72730.0,104418.0,124651.0,165477.0,210644.0,59.0,46217,05
518,2015-06-30,74.8,17.06,18.627450980392197,2.54010613260415,138450.0,84.44548872180451,130800.0,72520.0,104649.0,125221.0,165953.0,211072.0,50.0,46217,06
519,2015-07-31,80.59,11.97,19.1275167785235,2.0,138900.0,84.6354666986872,130724.0,71676.0,104087.0,125190.0,165590.0,210537.0,66.0,46217,07
520,2015-08-31,78.54,12.66,16.428571428571402,2.94260831935955,135000.0,83.8264299802761,130445.0,71007.0,103487.0,124952.0,164830.0,209936.0,68.0,46217,08
521,2015-09-30,76.36,14.89,20.6106870229008,2.82174322584819,131750.0,84.95337198193499,130869.0,70301.0,103469.0,125375.0,165115.0,210689.0,81.0,46217,09
522,2015-10-31,74.3,16.22,17.213114754098402,2.7312060573282797,135000.0,84.3454790823212,131411.0,69988.0,103849.0,125919.0,165800.0,212020.0,54.0,46217,10
523,2015-11-30,70.99,18.95,12.217194570135698,2.54710905812848,137950.0,82.24816031431659,132475.0,70201.0,104463.0,126941.0,167193.0,213606.0,37.0,46217,11
524,2015-12-31,23.09,65.95,8.62944162436548,2.7124122454861803,138400.0,81.83258385083309,133515.0,70740.0,105218.0,127947.0,168426.0,215025.0,70.0,46217,12
525,2016-01-31,20.45,69.37,18.0722891566265,3.51724137931034,139900.0,80.9915585952691,134931.0,70938.0,106348.0,129333.0,170073.0,216648.0,21.0,46217,01
526,2016-02-29,20.83,68.73,10.7142857142857,2.6961506597201,138950.0,80.48937540244691,135949.0,70578.0,107147.0,130368.0,171098.0,217876.0,28.0,46217,02
527,2016-03-31,18.49,72.79,12.017167381974199,2.94117647058824,139900.0,81.0965162764135,135984.0,70262.0,107318.0,130466.0,170874.0,217739.0,42.0,46217,03
528,2016-04-30,19.01,72.07,9.2741935483871,2.8325180655919904,139900.0,83.802857903317,135659.0,70048.0,106972.0,130176.0,170220.0,217017.0,52.0,46217,04
529,2016-05-31,12.69,78.98,10.071942446043199,3.0786286883847795,144900.0,86.0215053763441,135380.0,70242.0,106804.0,129905.0,169543.0,216400.0,55.0,46217,05
530,2016-06-30,15.79,76.49,11.702127659574499,2.63296471827278,148500.0,88.06023725588942,136162.0,70921.0,107625.0,130654.0,170322.0,217490.0,17.0,46217,06
733,2013-01-31,63.5,29.16,7.56756756756757,14.3266475644699,34450.0,34.699271179102304,29610.0,23434.0,27979.0,28295.0,32841.0,40909.0,33.0,46218,01
734,2013-02-28,40.5,51.09,11.299435028248599,11.1663843289678,33500.0,34.2829076620825,29110.0,23570.0,27778.0,27665.0,32118.0,40846.0,32.0,46218,02
735,2013-03-31,37.06,55.96,12.6984126984127,11.1111111111111,33500.0,34.482758620689694,28783.0,23724.0,27771.0,27119.0,31424.0,40435.0,29.0,46218,03
736,2013-04-30,52.41,41.04,16.7567567567568,9.09090909090909,34900.0,34.0885349807445,28844.0,24119.0,27971.0,27050.0,31405.0,40103.0,28.0,46218,04
737,2013-05-31,69.15,24.71,10.052910052910098,9.324009324009321,34900.0,35.5761794276875,28883.0,24388.0,28066.0,26981.0,31507.0,39987.0,30.0,46218,05
738,2013-06-30,79.45,14.94,12.6315789473684,14.285714285714299,34700.0,35.5761794276875,28943.0,24667.0,28131.0,27034.0,31821.0,40949.0,28.0,46218,06
739,2013-07-31,81.94,13.66,12.0418848167539,10.6014271151886,34900.0,35.5761794276875,28880.0,24802.0,28091.0,26972.0,31616.0,41981.0,50.0,46218,07
740,2013-08-31,76.33,17.78,10.5,10.8447228549734,34963.0,35.366214713843796,29094.0,25173.0,28378.0,27220.0,31657.0,42637.0,44.0,46218,08
741,2013-09-30,66.13,26.0,9.844559585492231,11.135857461024498,35000.0,35.5761794276875,29293.0,25402.0,28695.0,27348.0,31386.0,42557.0,51.0,46218,09
742,2013-10-31,69.4,22.46,12.8865979381443,10.7794361525705,35000.0,34.8837209302326,29371.0,25605.0,28837.0,27404.0,31345.0,42267.0,43.0,46218,10
743,2013-11-30,38.47,51.71,9.883720930232561,12.280701754386001,34900.0,35.299003322259104,29421.0,25580.0,28975.0,27396.0,31201.0,42114.0,25.0,46218,11
744,2013-12-31,35.79,55.16,10.7784431137725,12.954627371103301,33900.0,34.2829076620825,29593.0,25637.0,29176.0,27583.0,31389.0,41918.0,40.0,46218,12
745,2014-01-31,37.56,53.1,13.7254901960784,10.6666666666667,34001.0,34.8837209302326,30109.0,25645.0,29560.0,28198.0,31731.0,41773.0,37.0,46218,01
746,2014-02-28,46.07,45.13,9.35251798561151,13.7080745341615,34000.5,36.6727941176471,30774.0,25688.0,30035.0,28984.0,32295.0,41850.0,36.0,46218,02
747,2014-03-31,69.39,23.35,13.986013986014,11.686143572620999,31500.0,35.780792764032995,31531.0,25752.0,30416.0,29989.0,33135.0,42719.0,46.0,46218,03
748,2014-04-30,25.04,70.32,11.188811188811199,9.210433307415,30000.0,35.218253968254,31814.0,25527.0,30457.0,30473.0,33531.0,43479.0,40.0,46218,04
749,2014-05-31,17.12,80.31,12.962962962963,9.35714285714285,33450.5,35.8042469218155,31924.0,25508.0,30455.0,30674.0,33578.0,44014.0,37.0,46218,05
750,2014-06-30,14.79,83.35,12.790697674418599,10.8923729812566,32500.0,33.0723684210526,31938.0,25274.0,30432.0,30735.0,33373.0,43778.0,28.0,46218,06
751,2014-07-31,12.14,86.45,15.5913978494624,9.404388714733551,34900.0,34.6854791299236,32230.0,25347.0,30743.0,31023.0,33713.0,43831.0,24.0,46218,07
752,2014-08-31,11.65,86.87,20.3296703296703,10.1282051282051,30000.0,33.674749163879596,32403.0,25144.0,30911.0,31208.0,33969.0,43840.0,17.0,46218,08
753,2014-09-30,13.88,84.53,17.0212765957447,9.59595959595959,31900.0,33.25,32642.0,25057.0,31139.0,31479.0,34535.0,44249.0,16.0,46218,09
754,2014-10-31,13.77,84.69,18.592964824120603,12.339309878213802,31900.0,32.954545454545496,32945.0,25028.0,31385.0,31808.0,34909.0,44782.0,19.0,46218,10
755,2014-11-30,18.17,80.36,12.371134020618598,11.6752136752137,34945.0,34.1678107022298,33356.0,25260.0,31777.0,32243.0,35316.0,45289.0,20.0,46218,11
