,Date,% of Homes Decreasing in Value,% of Homes Increasing in Value,% of Listings with Price Reduction,Median % Reduction,Median List Price,Median List Price per Square Foot,Median Market Value (Single Family),Median Price 1 Bedroom,Median Price 2 Bedroom,Median Price 3 Bedroom,Median Price 4 Bedroom,Median Price 5 Bedroom,Sales per Month,Zip_Code,Month
1876,2015-12-31,21.28,76.01,6.547619047619049,11.8210306406685,42207.0,44.173424323758,40339.0,30521.0,33439.0,45648.0,43454.0,53499.0,22.0,46222,12
1877,2016-01-31,20.16,77.01,13.8888888888889,7.37548430193721,41750.0,42.683450014427,40621.0,30700.0,33711.0,46061.0,43767.0,53977.0,17.0,46222,01
1878,2016-02-29,20.59,76.77,14.5695364238411,6.26959247648903,44950.0,42.665036674817,40630.0,30522.0,33634.0,46387.0,43819.0,54001.0,13.0,46222,02
1879,2016-03-31,18.98,78.33,9.55414012738854,5.23353839143313,44310.0,42.180402336145,40480.0,30356.0,33571.0,46519.0,43589.0,53659.0,21.0,46222,03
1880,2016-04-30,15.5,82.17,13.125,4.32771084337349,41850.0,41.25,39967.0,29910.0,33080.0,46341.0,43287.0,53107.0,31.0,46222,04
1881,2016-05-31,11.81,85.59,6.32911392405063,5.766165755919861,45000.0,42.657749858837,39743.0,29763.0,32878.0,46134.0,43294.0,53397.0,27.0,46222,05
1882,2016-06-30,8.93,87.84,15.1515151515152,6.77966101694916,44900.0,42.613636363636,39994.0,29916.0,32893.0,46059.0,43881.0,54034.0,3.0,46222,06
2101,2010-09-30,25.04,63.26,14.5348837209302,4.1701417848207,89950.0,66.7181069958848,84835.0,49626.0,88536.0,80400.0,91462.0,105025.0,20.0,46224,09
2102,2010-10-31,21.06,69.53,14.792899408283999,5.268703898840901,94700.0,70.27863541650821,84218.0,48856.0,88073.0,79706.0,90685.0,103642.0,14.0,46224,10
2103,2010-11-30,22.93,67.48,13.2183908045977,7.5606893947897005,89450.0,67.4220272904483,83748.0,48629.0,88146.0,78918.0,90132.0,102546.0,19.0,46224,11
2104,2010-12-31,27.83,62.14,13.6612021857923,4.5081967213115,83100.0,66.4772727272727,83363.0,48733.0,87958.0,78397.0,89838.0,102469.0,24.0,46224,12
2105,2011-01-31,23.71,66.06,14.772727272727302,8.2519037671002,83215.0,66.8582375478927,83032.0,48582.0,87308.0,78149.0,89667.0,102896.0,22.0,46224,01
2106,2011-02-28,19.31,69.66,13.690476190476199,9.090909090909099,79900.0,61.4412568306011,82216.0,47599.0,86249.0,77487.0,88763.0,102838.0,15.0,46224,02
2107,2011-03-31,18.62,71.76,15.217391304347801,5.4815741716427,84900.0,65.02169197396961,81566.0,46283.0,85472.0,76974.0,88123.0,102218.0,23.0,46224,03
2108,2011-04-30,14.88,76.11,19.1011235955056,4.5271629778672,84048.0,65.3461349965089,80170.0,44942.0,84247.0,75522.0,86859.0,100801.0,23.0,46224,04
2109,2011-05-31,13.03,80.08,17.816091954022998,4.5590271641689,83430.0,66.3447414043185,78697.0,43612.0,82516.0,74176.0,85639.0,99282.0,17.0,46224,05
2110,2011-06-30,15.74,76.95,14.1304347826087,5.8892815076561,83430.0,65.8581259699672,77264.0,42240.0,80686.0,72863.0,84430.0,98415.0,23.0,46224,06
2111,2011-07-31,15.7,77.31,17.7083333333333,4.3516100957354,87000.0,66.37002194440079,76888.0,41346.0,80341.0,72402.0,84137.0,98383.0,30.0,46224,07
2112,2011-08-31,15.48,77.46,20.0,4.5495905368517,85000.0,66.6666666666667,77219.0,40896.0,80924.0,72506.0,84458.0,99135.0,29.0,46224,08
2113,2011-09-30,17.48,73.65,18.131868131868103,5.8823529411765,84250.0,66.00605066147061,77834.0,40946.0,82035.0,72857.0,85075.0,100262.0,18.0,46224,09
2114,2011-10-31,17.19,74.74,14.723926380368098,3.9245573518090997,84900.0,65.6855707106963,77720.0,40593.0,81700.0,72759.0,84914.0,100483.0,12.0,46224,10
2115,2011-11-30,17.98,74.28,13.1578947368421,4.5306750500017,81500.0,63.382816014395,77473.0,40139.0,80886.0,72694.0,84682.0,100510.0,22.0,46224,11
2116,2011-12-31,28.31,65.16,8.39160839160839,7.1147795124455,79900.0,62.9235237173282,76828.0,39604.0,79890.0,72110.0,83754.0,99400.0,22.0,46224,12
2117,2012-01-31,42.43,53.3,10.1449275362319,5.1043599257885,79900.0,64.5948732237392,76119.0,39470.0,79229.0,71304.0,83001.0,98323.0,12.0,46224,01
2118,2012-02-29,42.1,53.79,10.6870229007634,4.0,77950.0,64.7567567567568,75518.0,39878.0,78576.0,70583.0,82582.0,97406.0,17.0,46224,02
2119,2012-03-31,45.97,50.1,13.1386861313869,4.5454545454545,79900.0,65.2958152958153,75266.0,40573.0,78089.0,70340.0,82774.0,97585.0,24.0,46224,03
2120,2012-04-30,48.98,46.68,18.6046511627907,4.9285714285714,75000.0,61.5044247787611,75212.0,41371.0,77789.0,70252.0,82909.0,97915.0,25.0,46224,04
2121,2012-05-31,52.3,43.77,16.9117647058824,3.6697247706422003,74900.0,58.1180811808118,75430.0,41928.0,78123.0,70378.0,83165.0,98562.0,26.0,46224,05
2122,2012-06-30,56.39,39.7,15.8273381294964,5.7555533083898,74900.0,64.0588235294118,75449.0,42510.0,78316.0,70279.0,83120.0,99029.0,35.0,46224,06
2123,2012-07-31,59.69,37.06,21.2328767123288,6.4285714285714,75400.0,65.71428571428571,75462.0,42804.0,78216.0,70368.0,83165.0,99576.0,25.0,46224,07
2124,2012-08-31,61.44,35.07,13.6363636363636,4.658017384727099,74200.0,64.0850810370231,75076.0,43050.0,77791.0,69991.0,82784.0,99645.0,30.0,46224,08
2125,2012-09-30,62.72,33.54,13.6,4.6639231824417005,75250.0,66.0580509161667,74636.0,43133.0,77172.0,69492.0,82382.0,99272.0,23.0,46224,09
2126,2012-10-31,64.47,31.77,13.0434782608696,6.2578222778473,74900.0,67.5413022351798,74632.0,43577.0,77291.0,69255.0,82568.0,99537.0,36.0,46224,10
2127,2012-11-30,63.23,32.89,12.8205128205128,6.25,74900.0,64.7694524495677,74087.0,43795.0,76676.0,68616.0,82233.0,99240.0,16.0,46224,11
2128,2012-12-31,62.04,31.49,12.380952380952401,6.5475524040555,74900.0,64.611106018984,74072.0,44300.0,76671.0,68600.0,82615.0,99607.0,26.0,46224,12
2129,2013-01-31,52.82,36.84,13.0841121495327,9.3856769612112,74900.0,65.114709851552,73843.0,44345.0,76524.0,68272.0,82660.0,99651.0,30.0,46224,01
2130,2013-02-28,63.16,26.45,6.66666666666667,3.7064492216457,72400.0,63.475954088198996,74382.0,44403.0,77229.0,68627.0,83392.0,100104.0,23.0,46224,02
2131,2013-03-31,72.9,18.51,8.62068965517241,4.5495905368517,79900.0,67.0138888888889,74388.0,44314.0,77650.0,68320.0,83294.0,100068.0,24.0,46224,03
2132,2013-04-30,87.23,6.77,18.4,3.813446240698,87900.0,70.1512618604521,75276.0,44607.0,78825.0,68997.0,84165.0,101025.0,23.0,46224,04
2133,2013-05-31,90.67,5.67,14.8648648648649,5.0591131672213,89000.0,73.0588377140101,76000.0,45092.0,80032.0,69364.0,84898.0,101945.0,29.0,46224,05
2134,2013-06-30,93.09,4.14,11.515151515151501,4.1701417848207,89900.0,71.7105263157895,77075.0,45613.0,81337.0,70061.0,86458.0,102723.0,28.0,46224,06
2135,2013-07-31,91.07,4.96,18.181818181818198,3.9245573518090997,87900.0,70.578905630452,77464.0,46016.0,81928.0,70079.0,87233.0,102849.0,29.0,46224,07
2136,2013-08-31,88.08,7.88,12.658227848101301,3.5739814152966,87500.0,72.6943097673648,77948.0,46131.0,82092.0,70397.0,88436.0,103249.0,34.0,46224,08
2137,2013-09-30,84.21,10.83,19.594594594594604,3.7064492216457,87500.0,70.42458795036109,78338.0,46168.0,82019.0,70789.0,89256.0,104041.0,33.0,46224,09
2138,2013-10-31,78.27,13.69,18.300653594771198,3.7115480594574,89700.0,67.999668042606,78709.0,45707.0,81946.0,71214.0,90153.0,104570.0,53.0,46224,10
2139,2013-11-30,84.18,10.21,17.4496644295302,3.2569258058344,83000.0,67.28723404255321,79567.0,45502.0,82886.0,71956.0,91244.0,105404.0,19.0,46224,11
2140,2013-12-31,81.79,12.54,8.888888888888891,7.930220901945,80500.0,66.3379355687048,80360.0,45183.0,83714.0,72600.0,92275.0,106302.0,26.0,46224,12
2141,2014-01-31,79.06,14.93,15.3846153846154,6.7878787878788,87900.0,68.2926829268293,81713.0,45953.0,85213.0,73734.0,93529.0,107887.0,36.0,46224,01
2142,2014-02-28,69.53,21.85,9.91735537190083,4.6117597998332,86250.0,70.0710810810811,82906.0,46599.0,86369.0,74740.0,94614.0,109694.0,29.0,46224,02
2143,2014-03-31,61.56,29.15,17.5,4.3516100957354,97450.0,73.867244246502,84652.0,47251.0,87829.0,76191.0,96124.0,111784.0,31.0,46224,03
2144,2014-04-30,40.18,54.01,16.5354330708661,4.0,104900.0,74.1466523341523,85384.0,46974.0,87941.0,76764.0,96826.0,112621.0,30.0,46224,04
2145,2014-05-31,29.4,64.89,15.0,3.5185185185185,94155.0,75.58680555555559,85747.0,46908.0,87270.0,77219.0,97137.0,112899.0,25.0,46224,05
2146,2014-06-30,26.19,68.37,16.6666666666667,4.0304568527919,96950.0,78.73278236914601,85828.0,47004.0,86707.0,77517.0,96834.0,112617.0,31.0,46224,06
2147,2014-07-31,25.74,69.86,25.6410256410256,3.228410008071,104900.0,81.17558628983758,86337.0,47492.0,86719.0,78210.0,97066.0,112829.0,26.0,46224,07
2148,2014-08-31,27.52,67.87,25.316455696202503,2.5553209379195,102450.0,79.28215593767459,87092.0,48031.0,87577.0,79022.0,97227.0,112747.0,30.0,46224,08
2149,2014-09-30,32.39,62.55,21.1180124223602,3.489095835107,98450.0,75.2760038085507,87621.0,48694.0,88299.0,79646.0,97560.0,112720.0,23.0,46224,09
2150,2014-10-31,36.83,58.03,17.7215189873418,4.2115789473684,95000.0,76.07944160836959,87936.0,49954.0,88795.0,80009.0,97429.0,112720.0,25.0,46224,10
2151,2014-11-30,38.88,55.85,11.8421052631579,4.954954954955,94975.0,73.73900527746679,88193.0,51372.0,88977.0,80309.0,97555.0,113149.0,13.0,46224,11
2152,2014-12-31,39.57,55.11,6.76691729323308,2.2523984839263997,94925.0,73.5135135135135,88385.0,52237.0,89186.0,80426.0,97369.0,113123.0,28.0,46224,12
2153,2015-01-31,43.41,52.37,17.9487179487179,4.652464987403901,89250.0,70.2662721893491,88322.0,51952.0,88934.0,80447.0,97354.0,112649.0,19.0,46224,01
2154,2015-02-28,45.46,50.94,8.928571428571429,3.7898363479759003,92450.0,72.71364317841079,87918.0,51501.0,88504.0,80126.0,96973.0,111792.0,14.0,46224,02
2155,2015-03-31,42.75,53.83,17.0731707317073,3.8491147036182003,95000.0,71.8672929971001,87292.0,51295.0,87678.0,79739.0,96657.0,110936.0,24.0,46224,03
2156,2015-04-30,46.7,49.1,13.7931034482759,4.6008403361344,94200.0,71.33778743158541,87318.0,51863.0,87738.0,79901.0,96788.0,110747.0,15.0,46224,04
2157,2015-05-31,50.41,43.63,13.5135135135135,3.6258158085569,89900.0,72.99545381146979,87727.0,52261.0,88256.0,80383.0,97451.0,110980.0,20.0,46224,05
2158,2015-06-30,56.11,35.58,22.6415094339623,3.9534883720929996,90000.0,74.8866199115311,87974.0,52514.0,88766.0,80604.0,97852.0,111247.0,18.0,46224,06
2159,2015-07-31,70.44,22.63,18.181818181818198,4.0235335440815,89900.0,74.915644269683,87810.0,52205.0,88857.0,80405.0,97752.0,111076.0,29.0,46224,07
2160,2015-08-31,73.74,19.1,15.8273381294964,2.9982400776793,83450.0,74.48103892069409,87303.0,52069.0,88277.0,79909.0,97225.0,110810.0,23.0,46224,08
2161,2015-09-30,75.36,17.73,10.5633802816901,4.08,89900.0,75.63613231552159,87382.0,51911.0,87977.0,79981.0,97296.0,110833.0,48.0,46224,09
2162,2015-10-31,75.12,17.94,13.559322033898301,2.7858194803099,89900.0,72.0125786163522,87714.0,51683.0,87990.0,80262.0,97750.0,111047.0,31.0,46224,10
2163,2015-11-30,74.27,18.72,11.2068965517241,4.1666666666667,89399.5,72.4524162940137,88621.0,51429.0,88675.0,81108.0,98797.0,111613.0,23.0,46224,11
2164,2015-12-31,40.27,51.54,6.542056074766361,5.8922558922559,79900.0,76.0520917992182,89452.0,51868.0,89206.0,81930.0,100063.0,112691.0,26.0,46224,12
2165,2016-01-31,35.36,57.74,11.0,3.228410008071,80000.0,77.8378378378378,90293.0,52537.0,89666.0,82767.0,101152.0,113774.0,18.0,46224,01
2166,2016-02-29,32.05,60.88,9.677419354838712,4.3848233973261,85000.0,78.9189189189189,90826.0,53187.0,89864.0,83347.0,101917.0,114505.0,18.0,46224,02
2167,2016-03-31,28.54,63.87,7.0,2.6666666666667003,88450.0,76.6666666666667,90997.0,53271.0,90038.0,83608.0,101975.0,114385.0,23.0,46224,03
2168,2016-04-30,24.66,67.84,8.69565217391304,4.999298245614,93900.0,76.6666666666667,90835.0,53302.0,89916.0,83522.0,101719.0,114158.0,19.0,46224,04
2169,2016-05-31,28.8,61.29,8.24742268041237,3.7039435324237995,99900.0,76.68021680216799,90689.0,53462.0,89878.0,83379.0,101290.0,114014.0,27.0,46224,05
2170,2016-06-30,28.6,62.06,11.8811881188119,4.4741012756088,99900.0,77.422480620155,91330.0,53724.0,90394.0,83967.0,101879.0,114985.0,8.0,46224,06
2631,2010-09-30,31.99,58.07,13.2911392405063,9.09090909090909,59500.0,48.981928232982796,66874.0,34051.0,65170.0,68040.0,81270.0,146197.0,39.0,46226,09
2632,2010-10-31,29.02,61.55,16.447368421052598,6.8044503782821595,60000.0,50.2439024390244,66260.0,33817.0,64464.0,67232.0,79653.0,144452.0,32.0,46226,10
2633,2010-11-30,32.66,57.98,9.859154929577462,5.889281507656059,64400.0,51.2820512820513,65336.0,33672.0,64110.0,66404.0,78046.0,142581.0,34.0,46226,11
2634,2010-12-31,31.39,59.25,11.307420494699599,9.83606557377049,59900.0,47.980769230769205,64220.0,33294.0,63591.0,65209.0,77272.0,142268.0,29.0,46226,12
2635,2011-01-31,22.96,67.77,11.272727272727302,9.18181818181818,59900.0,49.054373522458604,63085.0,33094.0,62694.0,64238.0,76617.0,142040.0,36.0,46226,01
2636,2011-02-28,19.84,71.59,10.8303249097473,11.218858630369198,59900.0,49.054373522458604,62376.0,32961.0,61646.0,63503.0,76560.0,142781.0,32.0,46226,02
2637,2011-03-31,15.93,76.79,12.411347517730501,11.1111111111111,56462.5,46.7924528301887,61746.0,33022.0,60621.0,63062.0,76126.0,142958.0,35.0,46226,03
2638,2011-04-30,9.75,84.26,12.915129151291499,6.277196672799339,59500.0,49.43976583595239,60429.0,32534.0,59260.0,61539.0,74905.0,142314.0,38.0,46226,04
2639,2011-05-31,17.36,74.58,13.0111524163569,8.0,60000.0,52.709359605911295,58785.0,31915.0,58008.0,59776.0,72986.0,140625.0,46.0,46226,05
2640,2011-06-30,19.93,71.77,14.0740740740741,8.007535358356991,61750.0,52.7489105721864,57573.0,31643.0,57232.0,58363.0,71589.0,139033.0,32.0,46226,06
2641,2011-07-31,21.64,70.3,11.4068441064639,5.33018867924528,64900.0,54.3025362318841,57097.0,31600.0,56828.0,57793.0,71293.0,138749.0,40.0,46226,07
2642,2011-08-31,20.18,71.53,13.4615384615385,5.889281507656059,60000.0,52.025462962963,56879.0,31877.0,56539.0,57495.0,71365.0,139898.0,50.0,46226,08
2643,2011-09-30,19.7,72.09,12.8755364806867,5.797101449275369,60000.0,49.342105263157904,56847.0,31941.0,56379.0,57456.0,71779.0,141848.0,33.0,46226,09
2644,2011-10-31,22.24,70.1,15.6398104265403,5.55555555555556,64900.0,51.9230769230769,56794.0,32144.0,56439.0,57488.0,71583.0,142587.0,38.0,46226,10
2645,2011-11-30,19.46,73.25,13.809523809523801,4.93579906486032,60000.0,49.1041452826961,56269.0,32417.0,55877.0,57173.0,71277.0,143438.0,34.0,46226,11
2646,2011-12-31,42.98,50.28,11.822660098522197,7.56125285892326,59900.0,47.622044587475,55717.0,33149.0,55351.0,56802.0,70545.0,143375.0,65.0,46226,12
2647,2012-01-31,61.49,32.25,15.1219512195122,6.257822277847309,55000.0,45.5479452054795,54695.0,33632.0,54659.0,55898.0,69538.0,143067.0,37.0,46226,01
2648,2012-02-29,65.68,29.27,11.5,7.417582417582411,55000.0,45.6100035668495,53825.0,33755.0,54023.0,54986.0,68561.0,141714.0,38.0,46226,02
2649,2012-03-31,65.53,29.19,13.809523809523801,5.92919613990129,54950.0,44.773972602739704,53218.0,33902.0,53600.0,54149.0,68320.0,141916.0,47.0,46226,03
2650,2012-04-30,64.83,30.54,11.734693877551,5.0,54900.0,46.2962962962963,53116.0,34625.0,53371.0,53937.0,68687.0,142159.0,34.0,46226,04
2651,2012-05-31,59.85,34.88,11.764705882352901,6.25,54900.0,43.530716215916996,53646.0,35759.0,53835.0,54471.0,69776.0,143844.0,37.0,46226,05
2652,2012-06-30,61.25,33.26,15.3846153846154,6.56359016322839,55000.0,45.281306715063494,54039.0,36382.0,53884.0,55090.0,70450.0,144446.0,50.0,46226,06
2653,2012-07-31,61.71,32.44,15.094339622641499,6.3663212108661105,56900.0,45.672061928219605,54245.0,36730.0,53787.0,55379.0,70854.0,145443.0,35.0,46226,07
2654,2012-08-31,64.98,29.67,12.7358490566038,6.96784073506891,55000.0,46.2284482758621,53949.0,36408.0,53050.0,55126.0,70643.0,144810.0,38.0,46226,08
2655,2012-09-30,66.61,28.07,18.840579710144898,8.180300500834731,55000.0,45.893176708117295,53080.0,36206.0,52175.0,54009.0,70121.0,144497.0,37.0,46226,09
2656,2012-10-31,68.24,26.23,18.181818181818198,8.34028356964137,50000.0,45.219422263028704,52258.0,35783.0,51178.0,52971.0,69906.0,144965.0,38.0,46226,10
2657,2012-11-30,71.12,23.69,11.219512195122002,6.677796327212019,53950.0,44.5506692160612,51553.0,35393.0,50193.0,52125.0,69669.0,144777.0,26.0,46226,11
2658,2012-12-31,58.87,32.23,6.77083333333333,12.8086602662874,54900.0,43.236204954955,51324.0,35050.0,49656.0,51998.0,69642.0,144886.0,34.0,46226,12
2659,2013-01-31,35.52,52.9,15.0,8.61466821885913,55900.0,45.9355828220859,51181.0,34763.0,49035.0,51919.0,69669.0,144471.0,68.0,46226,01
2660,2013-02-28,33.17,54.92,10.8490566037736,8.313296378950401,59900.0,45.973110559979105,51232.0,35082.0,48819.0,52039.0,69685.0,144884.0,40.0,46226,02
2661,2013-03-31,45.9,41.21,13.4615384615385,6.33667037449017,59900.0,46.18423821548821,51339.0,35276.0,48659.0,52242.0,69512.0,144346.0,50.0,46226,03
2662,2013-04-30,58.34,32.24,9.47867298578199,5.71428571428572,59950.0,46.287335722819606,51724.0,35203.0,48923.0,52736.0,69676.0,145302.0,82.0,46226,04
2663,2013-05-31,60.1,31.73,14.8148148148148,7.142857142857139,59700.0,44.5186421814135,51671.0,34712.0,48671.0,52598.0,69608.0,146334.0,37.0,46226,05
2664,2013-06-30,64.35,27.34,11.904761904761902,6.21713877598177,61500.0,47.758517632994604,50999.0,34458.0,48305.0,52041.0,68954.0,147555.0,63.0,46226,06
2665,2013-07-31,64.67,28.69,11.7117117117117,6.97046339585181,60000.0,49.785256410256395,50415.0,34600.0,48245.0,51744.0,68188.0,147402.0,42.0,46226,07
2666,2013-08-31,63.48,28.7,9.66386554621849,7.59472099795118,64450.0,51.3428120063191,50419.0,34895.0,48696.0,52100.0,68261.0,148935.0,53.0,46226,08
2667,2013-09-30,62.83,28.87,14.666666666666698,6.02941176470588,59948.5,49.5106302201974,51351.0,35341.0,49465.0,53220.0,69268.0,150508.0,44.0,46226,09
2668,2013-10-31,66.17,24.0,16.6666666666667,5.944640753828031,60000.0,49.5106302201974,52261.0,35916.0,50125.0,54209.0,70210.0,152298.0,46.0,46226,10
2669,2013-11-30,67.19,22.63,12.844036697247699,5.00010000200004,62800.0,49.514861995753705,52993.0,36582.0,50942.0,54953.0,70843.0,153640.0,39.0,46226,11
2670,2013-12-31,60.27,29.3,11.1650485436893,6.66888962987663,62000.0,47.81704781704779,53467.0,36899.0,51305.0,55284.0,71436.0,155305.0,41.0,46226,12
2671,2014-01-31,58.29,31.85,14.8717948717949,4.952380952380951,60000.0,47.04301075268821,54100.0,37301.0,51861.0,55808.0,72167.0,157884.0,51.0,46226,01
2672,2014-02-28,57.94,32.4,8.37988826815642,9.65525273701374,60000.0,46.1728293009081,55010.0,37391.0,52417.0,56604.0,73083.0,161082.0,63.0,46226,02
2673,2014-03-31,67.1,23.68,11.734693877551,4.76644423260247,62700.0,47.6947535771065,56140.0,37818.0,53361.0,57685.0,74279.0,164874.0,44.0,46226,03
2674,2014-04-30,45.74,45.97,16.7464114832536,4.841402337228719,63000.0,50.3289349075068,57019.0,38265.0,53779.0,58509.0,75133.0,167152.0,50.0,46226,04
2675,2014-05-31,38.46,55.81,18.3856502242152,3.87182910547397,67948.5,52.788461538461505,57725.0,38976.0,54064.0,59332.0,75621.0,167537.0,55.0,46226,05
2676,2014-06-30,31.9,63.14,17.5438596491228,4.461377963699509,68900.0,55.5102040816327,58969.0,39539.0,54035.0,60043.0,76579.0,167603.0,44.0,46226,06
2677,2014-07-31,31.62,63.46,20.0,5.57575757575758,66700.0,53.089080459770095,60074.0,39706.0,54004.0,60676.0,77514.0,168568.0,40.0,46226,07
2678,2014-08-31,34.25,61.4,19.5833333333333,4.8847376788553305,65000.0,52.979591836734706,61006.0,39949.0,53907.0,60999.0,78183.0,168689.0,45.0,46226,08
2679,2014-09-30,35.64,60.16,13.1274131274131,4.90480961923848,64900.0,52.3203592814371,61140.0,40123.0,53968.0,61085.0,77971.0,168259.0,32.0,46226,09
2680,2014-10-31,33.01,62.65,14.179104477611899,5.4736842105263195,64900.0,50.3831417624521,61351.0,40620.0,54161.0,61175.0,77912.0,167548.0,23.0,46226,10
2681,2014-11-30,34.73,61.58,12.5,5.6710775047259006,60000.0,48.5837652408753,61830.0,41194.0,54421.0,61587.0,78244.0,168150.0,19.0,46226,11
2682,2014-12-31,36.2,60.27,12.5506072874494,7.147966482730429,63000.0,48.6201298701299,62346.0,41671.0,54586.0,62118.0,78696.0,168523.0,30.0,46226,12
2683,2015-01-31,36.86,60.07,12.121212121212098,7.813953694138879,60000.0,49.463070646280606,62788.0,41847.0,54714.0,62510.0,78988.0,167606.0,34.0,46226,01
2684,2015-02-28,37.5,59.44,12.389380530973499,4.85436893203883,59900.0,49.370878004061495,62882.0,41949.0,54743.0,62542.0,78995.0,165834.0,26.0,46226,02
2685,2015-03-31,34.09,62.67,11.814345991561199,4.54745493107105,65000.0,51.88311688311689,62368.0,42046.0,54308.0,61829.0,78453.0,163880.0,21.0,46226,03
2686,2015-04-30,37.75,58.28,18.5053380782918,7.887411073306531,65000.0,50.2529510961214,61937.0,42279.0,53994.0,61305.0,78134.0,163284.0,26.0,46226,04
2687,2015-05-31,41.01,53.08,14.015151515151501,7.40740740740741,66000.0,52.2974659802349,61604.0,42453.0,53721.0,60793.0,78019.0,163950.0,29.0,46226,05
2688,2015-06-30,48.35,44.42,14.388489208633098,5.6133473946812,67500.0,52.7960526315789,61199.0,42562.0,53569.0,60557.0,77953.0,164889.0,26.0,46226,06
2689,2015-07-31,56.08,37.41,16.9014084507042,6.97674418604651,68000.0,52.353896103896105,60480.0,42827.0,53030.0,59807.0,77478.0,165097.0,35.0,46226,07
2690,2015-08-31,53.94,39.58,19.6551724137931,5.821643286573139,65000.0,51.9366197183099,59646.0,43016.0,52520.0,59060.0,76800.0,165065.0,29.0,46226,08
2691,2015-09-30,49.72,43.54,19.397993311036803,6.864406779661009,65000.0,51.78571428571429,59373.0,43264.0,52132.0,58685.0,76726.0,165725.0,126.0,46226,09
2692,2015-10-31,47.42,46.27,15.7718120805369,6.768837803320559,65000.0,51.969459378733596,59227.0,42934.0,51961.0,58618.0,76728.0,166495.0,26.0,46226,10
2693,2015-11-30,44.74,48.71,12.416107382550301,4.84718939092519,65000.0,49.503968253968296,59299.0,42327.0,51738.0,58724.0,76977.0,167196.0,47.0,46226,11
2694,2015-12-31,20.06,75.01,12.6811594202899,6.94915254237288,65000.0,48.8195615514334,59475.0,41835.0,51913.0,58880.0,77148.0,167715.0,48.0,46226,12
2695,2016-01-31,20.58,74.68,18.3035714285714,6.66666666666667,64900.0,47.047047047047,59675.0,41874.0,52073.0,59120.0,77384.0,169152.0,25.0,46226,01
2696,2016-02-29,22.79,71.73,13.716814159292,6.914321622917349,59900.0,46.957964601769895,59500.0,42046.0,51941.0,58915.0,77303.0,170191.0,40.0,46226,02
2697,2016-03-31,21.46,74.15,12.5,5.829500723191559,60700.0,48.363095238095205,59286.0,42001.0,51571.0,58839.0,77022.0,170539.0,49.0,46226,03
2698,2016-04-30,18.95,76.95,9.661835748792269,5.25332715817436,60000.0,48.3173076923077,58912.0,41638.0,51280.0,58469.0,76497.0,169893.0,45.0,46226,04
2699,2016-05-31,18.14,76.25,9.292035398230091,6.289308176100629,62100.0,49.0497373601499,58872.0,41167.0,51261.0,58424.0,76281.0,169492.0,39.0,46226,05
2700,2016-06-30,8.95,85.48,10.572687224669599,4.446420631391731,62550.0,50.879629629629605,59088.0,41058.0,51700.0,58522.0,76550.0,169995.0,10.0,46226,06
2919,2010-09-30,31.46,53.96,18.6495176848875,5.0,112750.0,76.2670674716027,108455.0,63156.0,79698.0,108725.0,129237.0,157533.0,40.0,46227,09
2920,2010-10-31,29.5,57.44,15.463917525773198,4.44938820912124,110000.0,76.4455782312925,107448.0,62469.0,78406.0,107767.0,128197.0,155992.0,38.0,46227,10
2921,2010-11-30,31.07,55.26,13.688212927756698,4.20521446593777,109949.5,75.70480510752691,106564.0,62551.0,77350.0,106899.0,127164.0,154235.0,27.0,46227,11
2922,2010-12-31,30.96,55.27,10.077519379845,5.1257168964333,108500.0,74.76851851851849,106539.0,62899.0,76806.0,106930.0,127064.0,154210.0,50.0,46227,12
2923,2011-01-31,30.19,54.97,9.63855421686747,7.0859167404783,109900.0,76.33587786259541,106563.0,62560.0,76695.0,107002.0,127082.0,153849.0,29.0,46227,01
2924,2011-02-28,29.92,56.03,11.522633744856,4.73703226266888,108700.0,76.1396026972845,106482.0,61449.0,76481.0,106971.0,126597.0,153175.0,23.0,46227,02
2925,2011-03-31,29.15,57.59,13.333333333333302,5.0,109925.0,75.46875,106078.0,59854.0,76146.0,106571.0,125646.0,151667.0,37.0,46227,03
2926,2011-04-30,27.76,58.64,11.1940298507463,3.7064492216456606,109975.0,74.4555623973727,105082.0,58922.0,75214.0,105544.0,124367.0,150128.0,24.0,46227,04
2927,2011-05-31,27.84,58.43,15.6716417910448,3.8507284563965296,114900.0,75.7758620689655,103584.0,57683.0,73861.0,104015.0,122944.0,147738.0,37.0,46227,05
2928,2011-06-30,21.67,65.63,18.705035971222998,4.4,114900.0,75.9345794392523,102378.0,57454.0,72874.0,102776.0,121887.0,145943.0,42.0,46227,06
2929,2011-07-31,20.51,66.34,18.8612099644128,4.04040404040404,115000.0,76.6104019032407,102146.0,57007.0,72411.0,102564.0,121761.0,144860.0,24.0,46227,07
2930,2011-08-31,21.46,65.17,16.498316498316502,4.166666666666661,117500.0,78.8461538461538,103007.0,57303.0,73045.0,103430.0,122639.0,145571.0,43.0,46227,08
2931,2011-09-30,24.62,61.95,11.2627986348123,3.88888888888889,115000.0,78.95934883203991,104373.0,57495.0,74026.0,104802.0,123977.0,146967.0,46.0,46227,09
2932,2011-10-31,26.22,60.24,13.8181818181818,4.17014178482068,114900.0,76.4742391832562,104926.0,57500.0,74835.0,105333.0,124554.0,147242.0,33.0,46227,10
2933,2011-11-30,26.72,60.45,13.5338345864662,5.5741637200862595,109900.0,74.1079086753146,105076.0,57226.0,75243.0,105441.0,124947.0,147482.0,33.0,46227,11
